# GLoss,DLoss
1.1671e+00,1.1337e+00
1.1526e+00,1.0158e+00
1.1818e+00,9.4285e-01
1.2313e+00,9.3194e-01
1.2502e+00,9.9283e-01
1.1859e+00,9.4876e-01
1.2576e+00,9.7539e-01
1.2182e+00,1.0965e+00
1.2464e+00,1.1102e+00
1.2730e+00,9.1010e-01
1.1579e+00,1.0892e+00
1.1936e+00,9.3360e-01
1.1731e+00,1.0172e+00
1.1483e+00,1.0304e+00
1.2313e+00,1.0431e+00
1.1977e+00,9.8273e-01
1.1961e+00,1.0592e+00
1.2088e+00,9.9347e-01
1.1869e+00,9.6826e-01
1.1919e+00,9.5493e-01
1.1431e+00,1.1493e+00
1.2896e+00,9.6966e-01
1.1634e+00,1.0098e+00
1.2738e+00,1.0540e+00
1.2725e+00,9.4975e-01
1.2544e+00,1.0490e+00
1.2926e+00,9.8511e-01
1.2405e+00,8.8465e-01
1.2206e+00,9.7995e-01
1.2068e+00,1.1155e+00
1.1696e+00,1.0168e+00
1.1909e+00,1.0540e+00
1.2081e+00,1.0638e+00
1.2355e+00,1.0078e+00
1.1340e+00,9.6996e-01
1.0890e+00,1.0414e+00
1.2584e+00,9.4152e-01
1.2644e+00,1.0716e+00
1.1112e+00,1.0120e+00
1.2245e+00,9.9066e-01
1.1166e+00,1.1311e+00
1.2999e+00,9.3849e-01
1.0707e+00,1.1437e+00
1.1787e+00,1.1452e+00
1.2894e+00,9.2448e-01
1.1273e+00,9.9234e-01
1.3199e+00,1.0529e+00
1.1478e+00,1.0547e+00
1.0891e+00,1.0274e+00
1.2020e+00,1.0049e+00
1.1938e+00,9.9511e-01
1.1752e+00,1.0635e+00
1.2248e+00,1.0405e+00
1.1539e+00,1.0625e+00
1.0937e+00,9.9321e-01
1.2382e+00,9.4735e-01
1.2632e+00,1.0506e+00
1.2170e+00,9.2359e-01
1.0835e+00,1.0087e+00
1.0860e+00,1.0530e+00
1.2659e+00,9.8373e-01
1.1952e+00,1.1331e+00
1.1097e+00,9.4645e-01
1.2645e+00,1.0465e+00
1.2016e+00,1.0141e+00
1.1053e+00,1.0141e+00
1.2056e+00,9.9168e-01
1.1309e+00,1.1153e+00
1.1102e+00,9.7573e-01
1.2532e+00,1.0825e+00
1.2029e+00,9.7360e-01
1.1938e+00,1.0694e+00
1.1530e+00,1.0020e+00
1.2822e+00,9.5496e-01
1.1548e+00,9.8782e-01
1.2147e+00,1.0163e+00
1.1340e+00,1.0372e+00
1.2479e+00,9.6468e-01
1.2258e+00,1.0695e+00
1.2984e+00,9.9545e-01
1.2514e+00,1.0681e+00
1.1396e+00,9.3082e-01
1.2913e+00,9.1998e-01
1.1740e+00,1.0118e+00
1.2667e+00,1.0005e+00
1.2007e+00,1.0484e+00
1.2249e+00,9.6693e-01
1.2119e+00,1.0754e+00
1.2396e+00,1.0505e+00
1.1797e+00,9.2823e-01
1.1470e+00,1.0607e+00
1.1463e+00,1.0196e+00
1.1801e+00,8.9906e-01
1.1527e+00,9.8476e-01
1.2539e+00,9.5922e-01
1.2471e+00,9.8713e-01
1.1305e+00,1.0908e+00
1.1693e+00,9.8321e-01
1.2664e+00,1.0242e+00
1.2418e+00,9.2516e-01
1.1771e+00,9.8951e-01
1.3011e+00,9.4210e-01
1.2187e+00,1.1230e+00
1.1679e+00,1.0580e+00
1.2417e+00,1.1024e+00
1.3147e+00,1.0218e+00
1.2508e+00,9.5393e-01
1.2792e+00,1.0176e+00
1.1367e+00,9.3103e-01
1.1986e+00,9.7111e-01
1.3319e+00,9.8054e-01
1.0771e+00,9.4500e-01
1.2926e+00,9.9348e-01
1.1988e+00,9.7056e-01
1.1931e+00,1.0689e+00
1.2237e+00,1.0371e+00
1.3606e+00,9.2389e-01
1.1683e+00,1.0731e+00
1.2560e+00,9.6787e-01
1.2155e+00,1.0032e+00
1.2300e+00,9.4429e-01
1.2395e+00,8.7953e-01
1.2435e+00,9.8940e-01
1.1385e+00,1.0652e+00
1.1993e+00,9.9811e-01
1.3448e+00,9.7623e-01
1.2354e+00,8.8621e-01
1.1632e+00,9.5189e-01
1.2375e+00,9.5126e-01
1.2575e+00,8.7340e-01
1.2364e+00,1.0150e+00
1.2181e+00,9.3494e-01
1.1225e+00,9.0563e-01
1.1559e+00,1.0048e+00
1.1323e+00,1.0556e+00
1.2181e+00,9.0939e-01
1.1917e+00,1.0350e+00
1.2500e+00,1.1131e+00
1.2482e+00,1.0576e+00
1.2563e+00,9.4698e-01
1.2507e+00,1.0285e+00
1.2913e+00,1.1549e+00
1.2671e+00,9.9307e-01
1.2908e+00,9.2181e-01
1.2987e+00,9.9184e-01
1.1784e+00,8.2335e-01
1.0723e+00,1.0802e+00
1.2274e+00,9.4820e-01
1.2143e+00,1.0000e+00
1.1917e+00,1.0454e+00
1.1667e+00,9.8158e-01
1.2035e+00,9.2056e-01
1.2650e+00,9.9433e-01
1.2839e+00,9.6808e-01
1.2685e+00,8.8255e-01
1.1000e+00,1.0840e+00
1.2555e+00,8.7971e-01
1.2260e+00,9.8404e-01
1.1601e+00,9.5086e-01
1.2418e+00,8.4129e-01
1.1877e+00,9.2151e-01
1.2638e+00,1.0214e+00
1.2604e+00,8.1605e-01
1.2432e+00,9.4732e-01
1.2789e+00,8.4750e-01
1.2420e+00,1.0166e+00
1.2772e+00,1.0698e+00
1.1939e+00,8.7810e-01
1.2242e+00,1.0137e+00
1.1951e+00,9.1089e-01
1.1419e+00,9.9316e-01
1.2220e+00,9.8386e-01
1.2203e+00,8.9883e-01
1.1764e+00,9.3522e-01
1.1754e+00,9.3392e-01
1.1847e+00,9.8902e-01
1.2164e+00,9.6008e-01
1.2477e+00,1.0256e+00
1.2886e+00,9.6284e-01
1.1826e+00,9.1487e-01
1.3227e+00,1.0249e+00
1.2012e+00,9.4391e-01
1.2356e+00,9.9621e-01
1.2625e+00,9.7654e-01
1.1824e+00,1.0191e+00
1.2289e+00,1.0077e+00
1.1143e+00,1.0387e+00
1.1855e+00,9.8450e-01
1.2789e+00,1.0078e+00
1.2479e+00,8.9877e-01
1.2304e+00,1.0187e+00
1.2271e+00,9.7373e-01
1.2212e+00,9.4237e-01
1.2183e+00,1.0201e+00
1.2186e+00,9.6044e-01
1.2166e+00,8.7425e-01
1.1710e+00,1.0195e+00
1.2039e+00,1.0534e+00
1.2561e+00,9.9466e-01
1.2569e+00,1.0159e+00
1.2308e+00,1.0617e+00
1.1590e+00,9.7188e-01
1.2425e+00,9.7554e-01
1.2212e+00,9.6778e-01
1.2186e+00,1.0308e+00
1.2437e+00,9.5023e-01
1.2288e+00,9.6102e-01
1.2327e+00,9.6023e-01
1.1624e+00,9.8349e-01
1.1365e+00,9.7207e-01
1.1405e+00,9.7961e-01
1.1721e+00,9.6853e-01
1.1686e+00,9.9358e-01
1.1732e+00,9.6993e-01
1.2047e+00,9.4294e-01
1.2334e+00,9.0289e-01
1.0937e+00,9.5835e-01
1.1556e+00,1.0007e+00
1.1642e+00,9.7105e-01
1.3540e+00,9.0993e-01
1.2266e+00,9.7168e-01
1.2133e+00,9.3523e-01
1.1911e+00,1.0037e+00
1.1738e+00,8.8515e-01
1.1915e+00,1.0026e+00
1.2554e+00,9.6439e-01
1.1850e+00,8.7080e-01
1.1204e+00,8.4375e-01
1.2602e+00,8.8657e-01
1.2224e+00,9.7998e-01
1.1440e+00,8.9870e-01
1.2300e+00,9.3089e-01
1.2631e+00,9.4316e-01
1.1323e+00,1.0250e+00
1.2213e+00,9.9952e-01
1.2100e+00,9.3731e-01
1.2835e+00,9.2099e-01
1.2322e+00,9.8064e-01
1.2281e+00,1.0713e+00
1.1656e+00,9.1648e-01
1.2582e+00,1.0164e+00
1.1635e+00,1.1009e+00
1.1944e+00,8.9072e-01
1.1964e+00,9.9028e-01
1.2212e+00,8.8863e-01
1.1998e+00,8.3611e-01
1.1991e+00,1.0378e+00
1.1648e+00,1.0785e+00
1.1305e+00,1.0567e+00
1.1758e+00,9.5783e-01
1.1789e+00,8.8603e-01
1.2773e+00,1.0299e+00
1.1222e+00,1.1293e+00
1.2216e+00,9.8145e-01
1.2108e+00,9.9750e-01
1.2069e+00,1.0592e+00
1.1231e+00,9.2586e-01
1.1690e+00,1.0101e+00
1.2493e+00,9.4517e-01
1.1601e+00,8.9639e-01
1.1834e+00,9.1402e-01
1.1491e+00,9.9053e-01
1.1493e+00,1.0787e+00
1.1907e+00,9.8053e-01
1.1841e+00,9.8128e-01
1.1136e+00,9.9885e-01
1.1937e+00,1.0119e+00
1.1052e+00,9.7006e-01
1.1273e+00,1.0247e+00
1.2054e+00,8.9104e-01
1.1610e+00,1.0587e+00
1.2186e+00,8.6020e-01
1.1911e+00,8.8629e-01
1.1594e+00,9.9683e-01
1.2410e+00,9.7415e-01
1.2369e+00,8.9253e-01
1.1466e+00,9.9455e-01
1.1767e+00,1.0739e+00
1.1947e+00,1.0074e+00
1.1860e+00,1.0811e+00
1.1880e+00,9.0487e-01
1.2044e+00,9.9062e-01
1.3004e+00,9.5065e-01
1.2733e+00,9.2175e-01
1.2132e+00,9.8935e-01
1.1900e+00,9.3687e-01
1.1489e+00,1.0750e+00
1.2037e+00,9.6876e-01
1.1353e+00,1.0115e+00
1.1849e+00,9.8856e-01
1.2384e+00,1.0048e+00
1.1932e+00,9.3250e-01
1.1534e+00,9.8261e-01
1.2478e+00,9.5593e-01
1.3266e+00,1.0717e+00
1.2229e+00,1.0407e+00
1.2749e+00,9.9054e-01
1.1585e+00,1.0330e+00
1.1648e+00,9.4445e-01
1.1967e+00,1.0688e+00
1.2315e+00,9.7443e-01
1.1571e+00,9.7634e-01
1.1508e+00,1.0480e+00
1.1149e+00,9.9551e-01
1.1078e+00,1.0839e+00
1.2523e+00,1.0911e+00
1.1528e+00,1.0115e+00
1.2158e+00,1.0342e+00
1.1783e+00,1.0205e+00
1.1392e+00,1.0413e+00
1.1268e+00,1.0504e+00
1.1141e+00,9.7759e-01
1.2176e+00,9.1029e-01
1.2363e+00,1.0584e+00
1.1240e+00,9.8751e-01
1.1216e+00,1.0581e+00
1.1527e+00,1.1919e+00
1.2256e+00,1.0698e+00
1.1798e+00,1.1531e+00
1.1224e+00,1.0108e+00
1.2647e+00,1.0148e+00
1.2085e+00,9.9078e-01
1.1092e+00,9.6070e-01
1.2638e+00,1.1137e+00
1.1229e+00,1.1540e+00
1.2385e+00,1.0363e+00
1.2963e+00,1.1304e+00
1.1579e+00,1.1530e+00
1.0812e+00,1.0944e+00
1.1602e+00,9.6600e-01
1.2234e+00,9.9638e-01
1.2217e+00,1.0389e+00
1.1657e+00,9.1589e-01
1.2095e+00,9.7058e-01
1.1325e+00,1.0727e+00
1.1474e+00,1.0153e+00
1.0913e+00,1.0813e+00
1.1455e+00,1.0011e+00
1.1267e+00,1.2122e+00
1.1130e+00,1.2571e+00
1.1223e+00,1.0662e+00
1.1982e+00,1.0311e+00
1.1538e+00,1.0198e+00
1.2153e+00,1.0194e+00
1.1163e+00,1.0206e+00
1.1357e+00,1.0555e+00
1.1625e+00,1.0578e+00
1.1895e+00,1.0956e+00
1.1787e+00,1.0909e+00
1.1384e+00,1.1765e+00
