# GLoss,DLoss
8.5710e-01,1.4601e+00
8.0872e-01,1.4853e+00
7.3346e-01,1.7644e+00
8.4868e-01,1.7471e+00
1.0614e+00,1.2265e+00
1.1873e+00,1.5882e+00
1.1162e+00,1.4252e+00
1.0364e+00,1.3279e+00
1.0381e+00,1.2781e+00
9.9246e-01,1.2617e+00
9.6422e-01,1.4127e+00
1.0318e+00,1.2212e+00
1.1048e+00,1.4823e+00
1.3291e+00,1.5416e+00
1.1272e+00,1.2183e+00
9.9567e-01,1.3986e+00
1.2962e+00,1.3446e+00
8.5717e-01,1.3168e+00
1.0527e+00,1.4019e+00
7.4229e-01,1.6521e+00
7.8112e-01,1.4547e+00
9.0835e-01,1.4491e+00
1.2172e+00,1.4120e+00
1.0904e+00,1.1806e+00
1.1887e+00,1.3037e+00
9.4321e-01,1.3979e+00
9.3962e-01,1.1881e+00
1.2507e+00,1.4485e+00
9.8883e-01,1.3711e+00
1.0676e+00,1.2941e+00
1.1129e+00,1.3264e+00
1.0155e+00,1.3399e+00
1.1648e+00,1.3948e+00
9.9574e-01,1.4715e+00
1.1031e+00,1.2786e+00
1.1428e+00,1.1299e+00
1.0263e+00,1.3121e+00
1.0707e+00,1.1412e+00
1.2966e+00,1.2655e+00
9.8598e-01,1.2049e+00
1.1514e+00,1.3513e+00
1.1367e+00,1.2968e+00
1.1035e+00,1.1395e+00
1.0124e+00,1.5145e+00
1.1093e+00,1.2085e+00
1.1043e+00,1.1067e+00
1.1632e+00,1.1172e+00
1.2335e+00,1.0906e+00
1.1353e+00,1.1326e+00
1.1645e+00,1.4433e+00
1.1269e+00,1.1736e+00
1.1188e+00,1.2193e+00
1.1562e+00,1.1526e+00
1.1597e+00,1.3522e+00
1.0816e+00,1.1825e+00
1.0662e+00,1.5311e+00
8.9479e-01,1.3074e+00
9.8817e-01,1.3516e+00
1.0975e+00,1.1699e+00
9.4361e-01,1.3499e+00
9.2437e-01,1.2263e+00
1.1390e+00,1.0544e+00
1.1084e+00,1.1406e+00
9.4677e-01,1.2579e+00
1.0769e+00,1.1986e+00
1.2458e+00,1.2274e+00
1.2314e+00,1.2546e+00
1.0728e+00,1.2200e+00
1.0613e+00,1.2824e+00
1.0180e+00,1.2430e+00
1.1792e+00,1.0622e+00
1.2307e+00,1.1026e+00
1.1790e+00,1.2466e+00
9.6388e-01,1.3432e+00
1.1890e+00,1.1713e+00
1.0256e+00,1.2002e+00
1.1488e+00,1.1012e+00
1.1331e+00,1.2228e+00
1.0831e+00,1.0812e+00
1.0388e+00,1.2830e+00
1.0571e+00,1.2627e+00
1.1431e+00,1.2101e+00
1.0758e+00,1.2108e+00
1.3099e+00,1.2938e+00
1.2474e+00,1.1154e+00
1.0222e+00,1.3905e+00
1.2808e+00,1.1668e+00
1.1983e+00,1.0431e+00
9.4951e-01,1.3121e+00
1.0813e+00,1.1046e+00
1.1362e+00,1.1687e+00
9.9684e-01,1.3273e+00
1.1198e+00,1.1429e+00
1.2102e+00,1.1329e+00
1.1730e+00,1.1970e+00
1.0792e+00,1.1389e+00
9.3245e-01,1.2249e+00
1.2548e+00,1.2534e+00
1.0114e+00,1.0919e+00
1.1087e+00,1.0701e+00
1.0672e+00,1.1951e+00
1.0933e+00,1.1901e+00
1.1478e+00,1.1819e+00
1.0723e+00,1.1341e+00
1.0095e+00,1.1010e+00
1.0483e+00,1.1634e+00
1.1708e+00,1.0576e+00
1.0469e+00,1.0530e+00
1.1015e+00,1.1648e+00
1.3141e+00,1.0674e+00
1.2253e+00,1.2044e+00
1.3297e+00,9.2018e-01
1.2111e+00,1.0905e+00
1.0762e+00,1.0403e+00
1.1430e+00,1.1287e+00
1.0469e+00,1.0996e+00
1.1712e+00,1.2051e+00
1.1079e+00,1.0525e+00
1.2614e+00,9.4328e-01
9.2607e-01,1.2003e+00
1.0275e+00,1.1812e+00
1.0719e+00,1.1630e+00
1.1453e+00,1.1655e+00
1.1676e+00,9.3939e-01
8.0674e-01,1.1637e+00
1.2095e+00,9.7838e-01
1.1437e+00,1.0682e+00
1.2334e+00,9.7211e-01
1.1086e+00,1.0847e+00
1.1593e+00,1.1210e+00
1.1510e+00,1.1127e+00
1.1861e+00,1.1100e+00
1.0490e+00,1.1068e+00
1.3281e+00,1.0427e+00
1.2411e+00,1.1243e+00
1.0858e+00,1.3427e+00
1.1015e+00,1.1711e+00
1.1376e+00,1.1027e+00
1.0359e+00,1.1272e+00
9.5124e-01,1.2083e+00
1.1449e+00,1.0163e+00
1.0384e+00,1.0696e+00
1.0628e+00,1.1035e+00
1.1027e+00,1.2245e+00
1.0666e+00,1.1274e+00
1.1169e+00,1.1939e+00
1.1363e+00,9.8014e-01
1.2220e+00,1.0358e+00
1.0970e+00,1.0164e+00
1.0450e+00,1.1453e+00
1.0928e+00,1.1461e+00
1.1112e+00,1.2693e+00
1.2269e+00,1.0823e+00
1.1725e+00,1.3399e+00
1.0263e+00,1.1682e+00
1.1367e+00,1.1880e+00
1.0196e+00,1.3507e+00
1.0076e+00,1.1456e+00
1.0007e+00,1.1534e+00
1.1028e+00,1.2855e+00
1.2057e+00,1.0582e+00
1.2782e+00,1.0164e+00
1.0598e+00,1.0369e+00
1.2576e+00,1.1805e+00
1.2351e+00,1.0240e+00
1.2190e+00,1.0250e+00
1.1061e+00,1.1386e+00
1.0856e+00,1.0987e+00
1.2396e+00,9.4088e-01
9.6150e-01,1.1291e+00
1.1739e+00,1.0768e+00
1.1147e+00,9.8163e-01
1.0501e+00,1.1468e+00
1.1807e+00,1.1971e+00
1.1249e+00,1.1291e+00
1.0519e+00,1.1947e+00
1.0783e+00,1.1442e+00
1.0512e+00,1.1081e+00
1.1923e+00,1.2231e+00
1.1838e+00,1.1434e+00
1.2309e+00,1.1189e+00
1.0067e+00,1.1669e+00
1.0378e+00,1.1062e+00
1.0986e+00,1.1541e+00
1.0270e+00,1.1515e+00
1.1497e+00,1.1974e+00
1.2270e+00,1.1914e+00
1.1107e+00,1.1132e+00
1.0820e+00,1.0953e+00
1.2246e+00,9.4954e-01
1.0960e+00,1.0144e+00
9.5257e-01,1.2643e+00
1.2755e+00,1.0581e+00
1.1548e+00,1.0097e+00
1.2027e+00,1.0743e+00
1.1657e+00,1.0933e+00
1.2911e+00,1.1800e+00
1.1119e+00,1.0241e+00
1.2702e+00,9.1091e-01
1.0083e+00,1.0981e+00
1.0997e+00,1.0241e+00
1.1242e+00,1.0914e+00
1.0496e+00,1.1431e+00
1.1219e+00,9.8322e-01
1.0724e+00,1.0068e+00
1.2293e+00,1.0293e+00
1.0081e+00,1.1627e+00
1.1410e+00,1.1934e+00
1.2127e+00,1.0159e+00
1.0423e+00,1.2473e+00
1.2049e+00,1.0985e+00
9.4549e-01,1.0149e+00
1.2218e+00,1.0452e+00
1.0372e+00,1.0922e+00
1.0748e+00,1.1660e+00
1.1486e+00,9.2829e-01
1.1354e+00,1.1232e+00
1.0967e+00,9.6808e-01
1.0827e+00,1.2527e+00
1.1981e+00,1.2057e+00
1.1932e+00,9.7977e-01
1.0162e+00,1.0202e+00
1.0709e+00,1.0093e+00
1.0777e+00,1.2040e+00
1.1180e+00,1.0989e+00
1.2082e+00,1.1659e+00
1.0844e+00,1.0214e+00
1.2115e+00,1.0499e+00
1.2064e+00,1.0192e+00
1.1241e+00,1.1506e+00
1.2864e+00,8.8649e-01
1.0510e+00,1.0318e+00
1.0832e+00,1.0558e+00
1.1486e+00,1.0243e+00
1.2031e+00,9.8983e-01
1.0964e+00,1.0929e+00
1.2327e+00,1.0867e+00
9.5000e-01,1.1343e+00
1.0847e+00,9.8324e-01
1.1022e+00,1.0088e+00
1.0905e+00,1.0794e+00
1.1580e+00,1.0106e+00
1.1383e+00,9.8176e-01
1.1661e+00,9.9511e-01
1.1273e+00,1.0007e+00
1.2016e+00,9.7457e-01
1.0166e+00,1.0597e+00
1.1115e+00,9.4331e-01
1.1221e+00,1.0179e+00
9.8029e-01,1.2221e+00
1.1248e+00,1.0152e+00
1.0649e+00,1.1807e+00
1.2215e+00,1.0774e+00
1.1665e+00,1.0587e+00
9.6222e-01,1.1521e+00
1.1144e+00,1.0482e+00
1.1583e+00,1.1047e+00
1.1893e+00,1.0406e+00
1.1697e+00,9.2235e-01
1.0748e+00,1.0354e+00
1.1143e+00,1.0466e+00
1.1265e+00,9.6711e-01
1.1720e+00,1.0607e+00
1.0600e+00,1.0143e+00
1.1329e+00,1.0101e+00
1.1313e+00,1.0781e+00
1.0467e+00,1.0462e+00
9.6196e-01,1.1942e+00
1.2278e+00,9.4003e-01
1.0749e+00,1.0808e+00
1.2370e+00,1.0529e+00
1.1150e+00,1.1231e+00
1.2072e+00,1.1291e+00
1.0347e+00,1.0421e+00
1.2262e+00,1.0848e+00
1.0915e+00,1.0349e+00
1.1685e+00,1.0077e+00
1.2463e+00,1.0909e+00
1.0777e+00,1.0687e+00
9.8202e-01,1.1360e+00
9.7173e-01,1.1386e+00
1.1298e+00,1.0404e+00
1.1642e+00,1.0550e+00
1.1290e+00,1.1125e+00
1.0608e+00,1.1113e+00
1.0463e+00,1.1727e+00
1.0341e+00,1.0228e+00
1.1468e+00,9.8479e-01
1.0957e+00,8.8905e-01
1.1540e+00,9.6844e-01
1.1472e+00,1.0928e+00
1.2016e+00,1.0151e+00
1.1567e+00,9.6650e-01
1.1799e+00,1.0419e+00
1.1215e+00,1.0458e+00
1.1015e+00,1.0654e+00
1.2569e+00,1.0282e+00
1.0732e+00,1.1053e+00
1.0762e+00,1.0920e+00
1.1113e+00,1.0544e+00
1.1532e+00,1.0711e+00
1.1555e+00,1.0955e+00
1.0943e+00,1.1153e+00
1.1858e+00,1.0673e+00
1.2251e+00,9.3649e-01
1.1837e+00,9.1450e-01
1.0023e+00,1.1054e+00
1.0001e+00,1.1143e+00
1.0607e+00,9.4358e-01
1.0614e+00,1.0719e+00
9.7138e-01,1.0568e+00
1.2110e+00,9.6225e-01
