# GLoss,DLoss
1.3525e+00,7.8066e-01
1.3007e+00,7.5541e-01
1.3495e+00,7.5438e-01
1.3489e+00,7.6704e-01
1.3389e+00,7.9438e-01
1.3709e+00,7.4550e-01
1.3823e+00,7.3436e-01
1.3138e+00,7.8031e-01
1.3060e+00,7.9420e-01
1.3299e+00,7.8987e-01
1.3775e+00,7.3415e-01
1.3777e+00,8.1655e-01
1.3484e+00,7.6907e-01
1.3754e+00,7.3964e-01
1.2856e+00,7.5428e-01
1.3772e+00,7.8111e-01
1.3483e+00,7.2951e-01
1.3475e+00,7.4274e-01
1.3421e+00,7.2519e-01
1.3532e+00,7.7243e-01
1.3680e+00,7.3227e-01
1.3571e+00,7.2529e-01
1.3469e+00,6.9202e-01
1.3136e+00,7.6493e-01
1.3524e+00,7.4974e-01
1.3661e+00,7.1918e-01
1.3615e+00,7.4157e-01
1.3451e+00,7.4818e-01
1.3713e+00,7.5660e-01
1.3801e+00,7.4431e-01
1.4213e+00,8.0338e-01
1.3762e+00,7.6903e-01
1.3574e+00,7.7929e-01
1.3204e+00,7.2589e-01
1.3794e+00,7.4227e-01
1.3899e+00,7.4616e-01
1.3269e+00,7.5207e-01
1.3034e+00,7.4383e-01
1.3749e+00,7.0914e-01
1.3383e+00,7.9516e-01
1.3516e+00,7.3405e-01
1.3378e+00,7.5121e-01
1.3189e+00,7.6138e-01
1.3717e+00,7.7537e-01
1.3514e+00,7.6485e-01
1.3614e+00,7.6199e-01
1.3546e+00,7.4034e-01
1.2906e+00,7.2061e-01
1.3479e+00,7.5828e-01
1.3780e+00,7.6496e-01
1.4048e+00,8.2434e-01
1.3284e+00,7.6353e-01
1.3482e+00,7.0389e-01
1.3596e+00,7.7035e-01
1.3561e+00,7.4713e-01
1.2980e+00,7.3074e-01
1.3819e+00,7.3589e-01
1.3748e+00,7.7059e-01
1.3686e+00,6.9349e-01
1.3489e+00,7.6693e-01
1.3400e+00,7.5725e-01
1.3711e+00,7.7327e-01
1.3676e+00,7.4707e-01
1.3543e+00,7.5569e-01
1.3607e+00,7.7677e-01
1.3190e+00,8.2146e-01
1.2941e+00,7.4906e-01
1.3638e+00,7.6988e-01
1.3478e+00,7.6907e-01
1.3375e+00,7.5902e-01
1.3742e+00,7.3574e-01
1.3468e+00,7.2053e-01
1.3555e+00,7.5850e-01
1.3677e+00,7.8674e-01
1.3295e+00,7.8451e-01
1.3238e+00,7.7603e-01
1.2505e+00,8.1102e-01
1.2752e+00,7.6295e-01
1.3587e+00,7.1723e-01
1.3677e+00,8.0430e-01
1.3221e+00,7.6225e-01
1.3222e+00,7.6755e-01
1.3705e+00,7.7107e-01
1.3046e+00,7.2716e-01
1.3793e+00,7.7455e-01
1.3347e+00,7.7612e-01
1.3192e+00,7.8341e-01
1.2942e+00,7.4143e-01
1.3231e+00,7.8109e-01
1.3455e+00,7.3390e-01
1.3169e+00,7.7475e-01
1.3862e+00,7.5328e-01
1.3210e+00,7.5301e-01
1.2990e+00,7.7932e-01
1.3842e+00,7.6023e-01
1.3415e+00,7.7489e-01
1.3425e+00,7.6200e-01
1.2922e+00,7.8355e-01
1.3686e+00,7.5989e-01
1.3376e+00,7.3433e-01
1.3202e+00,7.8073e-01
1.4134e+00,7.7870e-01
1.3480e+00,7.2673e-01
1.3319e+00,7.6728e-01
1.3591e+00,7.4310e-01
1.3224e+00,7.4888e-01
1.3428e+00,7.8512e-01
1.3262e+00,7.8177e-01
1.3015e+00,7.6944e-01
1.3324e+00,7.6616e-01
1.3503e+00,7.4786e-01
1.3116e+00,8.0597e-01
1.3730e+00,7.5340e-01
1.3878e+00,7.8263e-01
1.2667e+00,7.2735e-01
1.3548e+00,7.9283e-01
1.3643e+00,7.5383e-01
1.3987e+00,7.4068e-01
1.3019e+00,7.4812e-01
1.3871e+00,7.5093e-01
1.2940e+00,7.4727e-01
1.3422e+00,7.4034e-01
1.3443e+00,7.3840e-01
1.3276e+00,7.6915e-01
1.3254e+00,7.2778e-01
1.3361e+00,7.4823e-01
1.3037e+00,7.6609e-01
1.3623e+00,7.5908e-01
1.3463e+00,7.5495e-01
1.3791e+00,7.7981e-01
1.3858e+00,7.3567e-01
1.3638e+00,7.8630e-01
1.3191e+00,7.5343e-01
1.4036e+00,7.4877e-01
1.3497e+00,7.1379e-01
1.3071e+00,7.4902e-01
1.3128e+00,7.4648e-01
1.3485e+00,7.8686e-01
1.3301e+00,7.4619e-01
1.3485e+00,7.0941e-01
1.3612e+00,7.7496e-01
1.3099e+00,7.8495e-01
1.3393e+00,7.2576e-01
1.4014e+00,7.3967e-01
1.3420e+00,7.1588e-01
1.3712e+00,7.8862e-01
1.3806e+00,7.4462e-01
1.3988e+00,7.2738e-01
1.3214e+00,7.6414e-01
1.3134e+00,7.2507e-01
1.3589e+00,7.9086e-01
1.3871e+00,7.2033e-01
1.3497e+00,7.7622e-01
1.3201e+00,7.4618e-01
1.3999e+00,7.7511e-01
1.3226e+00,7.2028e-01
1.3951e+00,7.0733e-01
1.3121e+00,7.5784e-01
1.3262e+00,7.9803e-01
1.3480e+00,8.0931e-01
1.4039e+00,7.6350e-01
1.3309e+00,7.3468e-01
1.3370e+00,7.1803e-01
1.3505e+00,7.6147e-01
1.3497e+00,7.8213e-01
1.3445e+00,7.4757e-01
1.3693e+00,7.2776e-01
1.3638e+00,7.4538e-01
1.3638e+00,7.4099e-01
1.3485e+00,7.5164e-01
1.3664e+00,7.0047e-01
1.3439e+00,7.3444e-01
1.3772e+00,7.3612e-01
1.3503e+00,7.7036e-01
1.3623e+00,7.3399e-01
1.3452e+00,7.7485e-01
1.3319e+00,7.6310e-01
1.3331e+00,7.3322e-01
1.3943e+00,7.7494e-01
1.3397e+00,7.2889e-01
1.3501e+00,7.5660e-01
1.2998e+00,7.3264e-01
1.3399e+00,7.4064e-01
1.3338e+00,7.5023e-01
1.3875e+00,7.4778e-01
1.3193e+00,7.2853e-01
1.3570e+00,7.4333e-01
1.3633e+00,7.8300e-01
1.2897e+00,7.4185e-01
1.3829e+00,7.3425e-01
1.3716e+00,7.4264e-01
1.3380e+00,7.8438e-01
1.3655e+00,7.5742e-01
1.3386e+00,7.8223e-01
1.3348e+00,7.6685e-01
1.3532e+00,7.2672e-01
1.3845e+00,7.0343e-01
1.3310e+00,7.7595e-01
1.3852e+00,7.9617e-01
1.3650e+00,7.5698e-01
1.3494e+00,7.2446e-01
1.3534e+00,7.4407e-01
1.2985e+00,7.3898e-01
1.3680e+00,7.2634e-01
1.3582e+00,7.6617e-01
1.4253e+00,7.2982e-01
1.2911e+00,7.6865e-01
1.4019e+00,7.3861e-01
1.3196e+00,7.2098e-01
1.3348e+00,7.5744e-01
1.3386e+00,7.6415e-01
1.3219e+00,7.2463e-01
1.3292e+00,7.2925e-01
1.3117e+00,7.5972e-01
1.3241e+00,7.8859e-01
1.3795e+00,7.2311e-01
1.3700e+00,8.2188e-01
1.3316e+00,7.6485e-01
1.3720e+00,7.5890e-01
1.2855e+00,7.6136e-01
1.3609e+00,7.2449e-01
1.3034e+00,7.4438e-01
1.3043e+00,7.1890e-01
1.3350e+00,7.8768e-01
1.3431e+00,7.3897e-01
1.3035e+00,7.7992e-01
1.3603e+00,7.4728e-01
1.3671e+00,7.0886e-01
1.3437e+00,7.7421e-01
1.3450e+00,7.2745e-01
1.2853e+00,7.5286e-01
1.3332e+00,7.3536e-01
1.3257e+00,7.4083e-01
1.3161e+00,7.1728e-01
1.3374e+00,8.0430e-01
1.3744e+00,7.3986e-01
1.2829e+00,7.4985e-01
1.3394e+00,8.3748e-01
1.2901e+00,7.9255e-01
1.3146e+00,7.3512e-01
1.3483e+00,8.0276e-01
1.2955e+00,7.7508e-01
1.3521e+00,7.8032e-01
1.3578e+00,7.4349e-01
1.3189e+00,7.7760e-01
1.3353e+00,7.7755e-01
1.2897e+00,7.4898e-01
1.3502e+00,7.7983e-01
1.3401e+00,8.0213e-01
1.3559e+00,7.5908e-01
1.3080e+00,8.1402e-01
1.3296e+00,7.1458e-01
1.3833e+00,7.9652e-01
1.2730e+00,7.8493e-01
1.2709e+00,7.9447e-01
1.3240e+00,7.9550e-01
1.3270e+00,8.0563e-01
1.3327e+00,7.5074e-01
1.3196e+00,7.7073e-01
1.3792e+00,7.6444e-01
1.2825e+00,8.5282e-01
1.3114e+00,7.7400e-01
1.2984e+00,7.6177e-01
1.3294e+00,7.4872e-01
1.3052e+00,7.8410e-01
1.2677e+00,7.6827e-01
1.3281e+00,8.0504e-01
1.3656e+00,7.5951e-01
1.2972e+00,7.8025e-01
1.3276e+00,7.7929e-01
1.2762e+00,7.9707e-01
1.2970e+00,7.8970e-01
1.2776e+00,7.9187e-01
1.3169e+00,7.7144e-01
1.2894e+00,7.9569e-01
1.3073e+00,8.0096e-01
1.3096e+00,8.2678e-01
1.2701e+00,8.1859e-01
1.2956e+00,8.1647e-01
1.3265e+00,7.8310e-01
1.3133e+00,8.1498e-01
1.2899e+00,7.7520e-01
1.3259e+00,7.7263e-01
1.2262e+00,8.2021e-01
1.2981e+00,7.8925e-01
1.2972e+00,8.0267e-01
1.2803e+00,8.3079e-01
1.2581e+00,7.7606e-01
1.2880e+00,7.6119e-01
1.3552e+00,7.8634e-01
1.3539e+00,7.6350e-01
1.3183e+00,7.7298e-01
1.3345e+00,7.9511e-01
1.2991e+00,8.0109e-01
1.2973e+00,8.0037e-01
1.3203e+00,7.7408e-01
1.3405e+00,8.0589e-01
1.2995e+00,8.4736e-01
1.2781e+00,7.7791e-01
1.2724e+00,8.4614e-01
1.3357e+00,8.2982e-01
1.2699e+00,7.8167e-01
1.2811e+00,8.0369e-01
1.3162e+00,7.8927e-01
1.3226e+00,7.8995e-01
1.2057e+00,8.4391e-01
1.2512e+00,8.1549e-01
1.2517e+00,7.9448e-01
1.2863e+00,7.9036e-01
1.3326e+00,8.7500e-01
1.2603e+00,7.9742e-01
1.2648e+00,8.4651e-01
1.3162e+00,8.0913e-01
1.3245e+00,8.5180e-01
1.2713e+00,8.7411e-01
1.2802e+00,8.3634e-01
1.3049e+00,8.2583e-01
1.2747e+00,8.3746e-01
1.2856e+00,8.1540e-01
1.2998e+00,8.3574e-01
1.3098e+00,7.9760e-01
1.3314e+00,7.7224e-01
1.3086e+00,8.3563e-01
1.2546e+00,7.9607e-01
1.2826e+00,8.3995e-01
1.2530e+00,8.6879e-01
1.2702e+00,8.8075e-01
1.2260e+00,8.1492e-01
1.3000e+00,8.8839e-01
1.3061e+00,8.1393e-01
1.2917e+00,8.3910e-01
1.2552e+00,8.2383e-01
1.2338e+00,7.5556e-01
1.2898e+00,8.0316e-01
1.2612e+00,8.5938e-01
1.2565e+00,8.1500e-01
1.2565e+00,8.6668e-01
1.2919e+00,8.7404e-01
1.2602e+00,8.1268e-01
1.2640e+00,8.2345e-01
1.2530e+00,8.8009e-01
1.3318e+00,8.0379e-01
1.2543e+00,7.9864e-01
1.2863e+00,8.6005e-01
1.1889e+00,9.0032e-01
1.2305e+00,8.3091e-01
1.2705e+00,8.5499e-01
1.2705e+00,8.2919e-01
1.3112e+00,8.1270e-01
1.3124e+00,8.9917e-01
1.2393e+00,8.9808e-01
1.3115e+00,8.8509e-01
1.3466e+00,8.0555e-01
1.2368e+00,8.1816e-01
1.2037e+00,8.1357e-01
1.2480e+00,8.6561e-01
1.2698e+00,7.8812e-01
1.2692e+00,8.6177e-01
1.2905e+00,8.7152e-01
1.2634e+00,8.9301e-01
1.2866e+00,8.8362e-01
1.2101e+00,8.9192e-01
1.2972e+00,8.0545e-01
1.3273e+00,8.7276e-01
1.2719e+00,8.6546e-01
1.2330e+00,8.9969e-01
1.2725e+00,8.5542e-01
1.3407e+00,8.3060e-01
1.1961e+00,8.4936e-01
1.2767e+00,8.1690e-01
1.3175e+00,8.7722e-01
1.2871e+00,8.2416e-01
1.2759e+00,8.0940e-01
1.2082e+00,8.8623e-01
1.2838e+00,7.9418e-01
1.2904e+00,8.7288e-01
1.2298e+00,8.2291e-01
1.2572e+00,9.0822e-01
1.2196e+00,8.4047e-01
1.2442e+00,8.4882e-01
1.2028e+00,9.5041e-01
1.2390e+00,8.0245e-01
1.2674e+00,8.7353e-01
1.2529e+00,8.8811e-01
1.2592e+00,7.9226e-01
1.4171e+00,9.0502e-01
1.2722e+00,8.6341e-01
1.2805e+00,9.3601e-01
1.2412e+00,9.1442e-01
1.2712e+00,8.2426e-01
1.2140e+00,8.7915e-01
1.2795e+00,8.4502e-01
