# GLoss,DLoss
9.9142e-01,2.2306e+00
7.5955e-01,2.7705e+00
1.0708e+00,1.4988e+00
8.2811e-01,2.8455e+00
3.7971e-01,3.5783e+00
8.6138e-01,1.8569e+00
9.7563e-01,2.0559e+00
8.7712e-01,1.5573e+00
8.1954e-01,2.1347e+00
1.1056e+00,2.3142e+00
8.7680e-01,2.0447e+00
8.1834e-01,2.5035e+00
1.0842e+00,2.5288e+00
7.6191e-01,2.1417e+00
8.2907e-01,2.3772e+00
1.0512e+00,2.1087e+00
1.2061e+00,1.5461e+00
1.0279e+00,1.9324e+00
8.8380e-01,1.7015e+00
7.2119e-01,2.1285e+00
9.0560e-01,1.8833e+00
9.1220e-01,1.8778e+00
1.5075e+00,1.1958e+00
1.1080e+00,1.3989e+00
9.1752e-01,1.7968e+00
8.5222e-01,1.6602e+00
8.7347e-01,1.8091e+00
1.3360e+00,1.2974e+00
1.0971e+00,1.5865e+00
1.0086e+00,2.2669e+00
8.0248e-01,2.4055e+00
8.6370e-01,1.9672e+00
7.3631e-01,1.5210e+00
1.0986e+00,1.7334e+00
8.8874e-01,1.8702e+00
8.8895e-01,1.7084e+00
7.2545e-01,1.9462e+00
1.2183e+00,1.6699e+00
9.8315e-01,1.4776e+00
9.0301e-01,1.7749e+00
7.7034e-01,1.7455e+00
8.0932e-01,1.8599e+00
8.4238e-01,1.7693e+00
9.0168e-01,1.5695e+00
8.2783e-01,1.9518e+00
7.8035e-01,1.6021e+00
1.0680e+00,1.8879e+00
6.8551e-01,1.9023e+00
9.1612e-01,1.9923e+00
8.9721e-01,1.8495e+00
8.8385e-01,1.9819e+00
6.4076e-01,2.7612e+00
9.9518e-01,1.8986e+00
8.6903e-01,1.8815e+00
5.8768e-01,2.0122e+00
1.0214e+00,1.6963e+00
7.0452e-01,1.8085e+00
8.6124e-01,2.1066e+00
7.8914e-01,1.6615e+00
7.9146e-01,2.0100e+00
8.9947e-01,2.3909e+00
7.5062e-01,2.0602e+00
9.1494e-01,2.2172e+00
7.2223e-01,2.0461e+00
4.8495e-01,2.5225e+00
9.9097e-01,1.6374e+00
8.0451e-01,2.0194e+00
6.0692e-01,2.2540e+00
9.8156e-01,1.2356e+00
7.7962e-01,1.9128e+00
9.3600e-01,2.4123e+00
6.4196e-01,2.3841e+00
8.6287e-01,1.8907e+00
8.5386e-01,1.7802e+00
8.4059e-01,2.3843e+00
8.1267e-01,2.2361e+00
7.3828e-01,1.9782e+00
8.1298e-01,1.8402e+00
1.3034e+00,1.4735e+00
8.1068e-01,1.9352e+00
1.0041e+00,1.2193e+00
8.8671e-01,1.6921e+00
9.5352e-01,1.4251e+00
8.2850e-01,1.4736e+00
1.0035e+00,1.4734e+00
8.5487e-01,1.7238e+00
8.9547e-01,1.3791e+00
7.7268e-01,1.8273e+00
9.1081e-01,1.4191e+00
8.5823e-01,1.7927e+00
7.7652e-01,1.5897e+00
8.8774e-01,1.6768e+00
8.9955e-01,1.6749e+00
8.9216e-01,1.3953e+00
8.3899e-01,1.7075e+00
1.1261e+00,1.8831e+00
1.1364e+00,1.5997e+00
1.0303e+00,1.4576e+00
1.1967e+00,1.3990e+00
9.4354e-01,1.6982e+00
1.1033e+00,1.6374e+00
9.1823e-01,1.5272e+00
1.1121e+00,1.2339e+00
9.4959e-01,1.6942e+00
1.0789e+00,1.6324e+00
8.8283e-01,1.3468e+00
8.7085e-01,1.8142e+00
9.9721e-01,1.3866e+00
1.1638e+00,1.3226e+00
8.5935e-01,1.3077e+00
9.2538e-01,1.7723e+00
1.2059e+00,1.3623e+00
7.2063e-01,1.8398e+00
1.2111e+00,1.5818e+00
1.0896e+00,1.5022e+00
8.8382e-01,1.8348e+00
1.0173e+00,1.6926e+00
1.1165e+00,1.7127e+00
7.6058e-01,1.9673e+00
9.3308e-01,1.5868e+00
9.8166e-01,1.4959e+00
1.0290e+00,1.7156e+00
9.2540e-01,1.6716e+00
9.1340e-01,1.7235e+00
8.2352e-01,1.7692e+00
1.0538e+00,1.9981e+00
9.6025e-01,1.7078e+00
1.0896e+00,1.4779e+00
1.0396e+00,1.6201e+00
1.3034e+00,1.2122e+00
8.6108e-01,1.7102e+00
7.1237e-01,2.0790e+00
1.0631e+00,1.3705e+00
9.5416e-01,1.4038e+00
9.5267e-01,1.3341e+00
9.8451e-01,1.7460e+00
9.3518e-01,1.5942e+00
1.2837e+00,1.7588e+00
1.1045e+00,1.4434e+00
1.2059e+00,1.2533e+00
1.2634e+00,1.3178e+00
9.3041e-01,1.5840e+00
9.0749e-01,1.5415e+00
8.4570e-01,1.5863e+00
7.6563e-01,1.6153e+00
1.0108e+00,1.9231e+00
8.0002e-01,1.9628e+00
1.1042e+00,2.0429e+00
1.0358e+00,1.4141e+00
7.5000e-01,1.7025e+00
8.6526e-01,2.1148e+00
9.6801e-01,1.8524e+00
1.0524e+00,1.7709e+00
1.2197e+00,1.3770e+00
9.8762e-01,1.3385e+00
1.0101e+00,1.2782e+00
7.5339e-01,1.5856e+00
8.5363e-01,1.7994e+00
9.5271e-01,1.3433e+00
9.2250e-01,1.8633e+00
1.1539e+00,1.9446e+00
9.6450e-01,1.3915e+00
8.4905e-01,1.6983e+00
1.0206e+00,1.3977e+00
1.0918e+00,1.5725e+00
1.0268e+00,9.9734e-01
9.5434e-01,1.3765e+00
8.7691e-01,1.8869e+00
1.0699e+00,1.3841e+00
1.2285e+00,1.2286e+00
1.2785e+00,1.6567e+00
1.0310e+00,1.3930e+00
8.6557e-01,1.4869e+00
7.1356e-01,1.7893e+00
1.1362e+00,1.3966e+00
9.1372e-01,1.5228e+00
7.5461e-01,1.9462e+00
8.5288e-01,1.6785e+00
1.0099e+00,1.5816e+00
9.1886e-01,1.4067e+00
8.2747e-01,1.9636e+00
1.1852e+00,1.4791e+00
8.0107e-01,1.4877e+00
7.0698e-01,1.8969e+00
8.8010e-01,1.4084e+00
1.0861e+00,1.4357e+00
8.6079e-01,1.8192e+00
1.0312e+00,1.5099e+00
9.3627e-01,1.8270e+00
8.3886e-01,1.7706e+00
1.2889e+00,1.6319e+00
9.6113e-01,1.5029e+00
8.7936e-01,1.7047e+00
1.0217e+00,1.7169e+00
1.0198e+00,1.5446e+00
1.1614e+00,1.5716e+00
9.0721e-01,1.6531e+00
1.3062e+00,1.1862e+00
1.1501e+00,1.3074e+00
9.4117e-01,1.4644e+00
1.0783e+00,1.3791e+00
1.0647e+00,1.3905e+00
8.9235e-01,1.5407e+00
8.4028e-01,1.8085e+00
9.9455e-01,1.4410e+00
1.0047e+00,1.4181e+00
1.0154e+00,1.5490e+00
9.4238e-01,1.5140e+00
1.1572e+00,1.1921e+00
9.5967e-01,1.3143e+00
1.0115e+00,1.5747e+00
1.1587e+00,1.4603e+00
1.0859e+00,1.5438e+00
1.1005e+00,1.2209e+00
9.9850e-01,1.5809e+00
8.7561e-01,1.6866e+00
8.7577e-01,1.7019e+00
8.2332e-01,1.5248e+00
9.8745e-01,2.0642e+00
8.4738e-01,1.5398e+00
7.8407e-01,1.8497e+00
1.0566e+00,1.4135e+00
8.0181e-01,1.5874e+00
9.7950e-01,1.8293e+00
9.4685e-01,1.5232e+00
1.2232e+00,1.0436e+00
9.8562e-01,1.4454e+00
9.4218e-01,1.3916e+00
9.4114e-01,1.3800e+00
1.0583e+00,1.3986e+00
9.8426e-01,1.6772e+00
9.1243e-01,1.3286e+00
8.7085e-01,1.4570e+00
1.1631e+00,1.7327e+00
1.2056e+00,1.3675e+00
9.5528e-01,1.5919e+00
8.0485e-01,1.8663e+00
9.9117e-01,1.2207e+00
9.9077e-01,1.5730e+00
9.9797e-01,1.6841e+00
8.9738e-01,1.3873e+00
9.5642e-01,1.3307e+00
8.8313e-01,1.4754e+00
1.1295e+00,1.4287e+00
1.0959e+00,1.3742e+00
9.4798e-01,1.4692e+00
1.0844e+00,1.8431e+00
