8.6421e-08,6.4014e-07,8.8428e-01,8.6340e-02,3.9027e-11,5.1040e-03,6.3786e-03,1.7186e-02,7.1532e-04,6.1593e-10
1.8440e-01,1.1149e-03,1.5137e-01,3.9473e-02,2.8409e-04,3.5381e-02,4.8564e-02,7.5418e-03,5.2987e-01,2.0088e-03
5.7500e-02,1.2001e-03,3.6110e-02,6.2369e-02,3.9667e-03,6.2592e-03,3.5093e-02,1.0977e-02,7.2940e-01,5.7121e-02
4.3208e-03,1.9458e-04,5.3790e-03,8.3167e-03,5.5593e-04,8.5248e-03,6.9512e-03,1.2299e-03,9.5811e-01,6.4128e-03
3.5152e-02,1.1717e-02,1.4045e-01,9.8567e-02,1.2281e-02,4.2302e-02,1.7602e-02,2.0863e-02,5.7510e-01,4.5963e-02
3.9377e-02,3.4876e-02,1.6368e-01,8.7461e-02,2.2881e-02,2.4122e-01,2.3610e-02,3.5216e-02,2.9946e-01,5.2212e-02
6.0105e-02,1.4526e-02,1.4435e-02,4.7395e-02,1.6222e-01,9.8576e-02,5.4863e-02,2.7173e-02,3.9853e-01,1.2218e-01
1.6200e-02,3.0072e-03,1.1820e-01,1.6427e-01,1.7497e-01,7.5069e-02,4.3668e-02,2.9012e-02,3.0882e-01,6.6781e-02
6.5301e-02,2.6053e-02,1.5895e-01,9.0169e-02,2.3830e-01,1.2978e-01,3.5583e-02,5.8740e-02,9.3637e-02,1.0349e-01
5.9995e-02,3.7782e-02,1.1906e-01,9.1449e-02,1.7573e-01,2.2080e-01,4.3678e-03,6.0507e-02,1.2951e-01,1.0081e-01
4.8621e-02,3.5807e-02,1.5371e-01,1.8799e-01,6.2734e-02,4.8154e-02,1.3979e-01,3.9653e-02,1.3365e-01,1.4989e-01
8.2814e-02,1.9127e-02,1.3416e-01,1.7056e-01,9.8521e-02,7.1771e-02,2.0277e-01,1.4867e-02,9.4180e-02,1.1123e-01
1.2275e-01,2.5047e-02,2.0284e-01,7.7114e-02,1.1085e-01,1.2969e-01,3.7707e-02,9.4740e-02,1.5115e-01,4.8116e-02
1.3276e-01,6.9699e-02,1.6705e-01,6.8074e-02,6.0515e-02,9.8256e-02,1.5268e-01,7.5241e-02,1.1089e-01,6.4832e-02
8.1375e-02,1.2308e-02,8.6389e-02,2.0485e-01,4.4531e-02,4.0588e-02,9.2298e-02,1.0184e-01,2.6096e-01,7.4869e-02
8.5629e-02,4.3097e-02,8.1559e-02,1.1634e-01,7.7781e-02,1.9829e-01,7.9907e-02,1.8757e-01,6.9299e-02,6.0537e-02
2.1088e-01,1.0477e-01,1.2667e-01,1.6429e-01,2.1238e-02,8.2016e-02,8.9749e-02,1.2593e-01,4.4619e-02,2.9843e-02
8.8304e-02,2.4823e-02,2.0204e-01,9.4262e-02,9.7663e-02,1.8650e-01,1.4541e-01,9.7300e-02,2.3298e-02,4.0393e-02
7.7404e-02,1.1128e-02,2.4272e-01,1.5512e-01,1.1984e-01,2.8190e-02,7.4337e-02,9.3106e-02,1.1172e-01,8.6435e-02
8.1282e-02,2.5834e-02,9.6702e-02,1.1214e-01,1.6433e-01,9.4659e-02,7.1547e-02,4.0068e-02,2.2619e-01,8.7253e-02
2.7376e-02,5.2679e-02,1.0295e-01,1.7554e-01,1.6993e-01,1.2469e-01,6.7307e-02,7.4516e-02,1.6629e-01,3.8718e-02
6.9788e-03,1.3674e-02,1.3496e-01,1.5000e-01,1.3622e-01,1.0982e-01,4.1383e-02,1.7187e-01,1.9868e-01,3.6415e-02
4.5988e-02,5.4024e-02,1.6829e-01,1.9191e-01,1.2452e-01,1.3966e-01,3.6126e-02,5.6199e-02,1.7070e-01,1.2590e-02
6.0029e-02,5.0226e-02,9.7081e-02,1.3439e-01,1.1008e-01,1.0307e-01,4.9063e-02,4.1189e-02,3.0755e-01,4.7314e-02
6.1529e-02,3.2617e-02,1.5860e-01,1.2999e-01,1.7822e-01,1.2013e-01,1.0064e-01,3.5628e-02,1.6321e-01,1.9437e-02
4.4013e-02,4.2797e-02,1.3117e-01,1.5840e-01,8.8355e-02,1.2725e-01,8.3443e-02,7.2480e-02,1.9929e-01,5.2814e-02
4.1564e-02,2.3402e-02,1.1586e-01,1.2798e-01,1.2988e-01,1.2063e-01,7.0260e-02,1.2221e-01,1.5968e-01,8.8535e-02
4.0998e-02,5.5888e-02,1.0630e-01,1.2756e-01,1.5397e-01,4.3654e-02,8.3315e-02,1.3920e-01,2.2327e-01,2.5845e-02
7.9620e-02,9.9321e-03,1.3101e-01,1.5690e-01,8.3320e-02,6.6501e-02,8.5206e-02,8.5167e-02,2.5016e-01,5.2188e-02
7.3686e-02,5.3835e-02,1.3939e-01,1.1763e-01,1.1891e-01,7.5141e-02,5.6976e-02,1.1811e-01,1.9526e-01,5.1066e-02
3.9927e-02,2.0822e-02,1.1648e-01,1.8496e-01,1.2647e-01,8.9461e-02,4.7569e-02,1.4036e-01,1.7235e-01,6.1613e-02
4.9395e-02,1.1643e-02,1.2256e-01,9.2407e-02,1.1026e-01,1.5962e-01,9.6043e-02,7.0511e-02,2.1442e-01,7.3142e-02
4.9897e-02,1.8460e-02,1.1186e-01,1.3103e-01,1.4488e-01,1.0387e-01,7.5749e-02,8.2685e-02,2.1565e-01,6.5920e-02
4.7600e-02,2.2746e-02,1.4103e-01,1.7594e-01,1.3296e-01,7.6657e-02,3.9228e-02,5.2408e-02,2.1405e-01,9.7393e-02
4.9256e-02,1.9041e-02,1.1970e-01,1.3395e-01,9.1229e-02,1.3637e-01,1.0072e-01,8.7717e-02,1.7877e-01,8.3249e-02
9.8396e-02,1.5545e-02,1.3193e-01,1.6640e-01,7.3639e-02,8.7222e-02,5.3615e-02,1.1176e-01,1.9537e-01,6.6120e-02
7.7896e-02,1.2679e-02,1.0915e-01,1.6434e-01,1.6507e-01,1.4451e-01,5.2964e-02,3.2628e-02,1.6405e-01,7.6716e-02
5.8118e-02,2.3185e-02,1.0998e-01,1.4370e-01,1.1930e-01,7.7744e-02,1.2445e-01,9.1320e-02,1.5982e-01,9.2384e-02
1.0008e-01,4.2159e-02,9.8292e-02,1.1449e-01,1.5166e-01,9.9826e-02,7.2678e-02,7.4411e-02,1.7877e-01,6.7638e-02
4.5792e-02,3.8031e-02,7.2271e-02,1.4649e-01,1.1744e-01,1.0752e-01,1.1314e-01,1.0137e-01,1.8507e-01,7.2866e-02
7.2413e-02,3.9913e-02,9.8431e-02,1.5424e-01,1.0340e-01,3.4193e-02,6.5747e-02,1.2602e-01,1.9785e-01,1.0779e-01
7.7482e-02,3.8172e-02,1.1760e-01,1.6682e-01,1.0954e-01,7.5295e-02,9.1946e-02,1.2703e-01,1.4796e-01,4.8156e-02
4.3493e-02,5.8834e-02,9.6124e-02,1.5603e-01,1.1313e-01,1.1122e-01,6.1895e-02,9.7780e-02,2.0556e-01,5.5941e-02
6.9834e-02,3.9894e-02,9.2660e-02,1.4928e-01,1.4515e-01,1.1155e-01,6.0290e-02,1.0674e-01,1.6849e-01,5.6113e-02
5.8616e-02,4.8301e-02,1.2399e-01,1.2297e-01,1.2563e-01,7.3939e-02,9.6707e-02,1.0051e-01,1.4633e-01,1.0301e-01
6.0929e-02,2.4032e-02,1.4875e-01,1.4705e-01,1.0938e-01,9.5843e-02,8.2962e-02,1.0747e-01,1.6082e-01,6.2758e-02
5.8449e-02,5.9944e-02,1.1165e-01,1.1603e-01,1.2533e-01,8.5836e-02,7.6781e-02,1.0713e-01,1.7568e-01,8.3181e-02
8.8962e-02,4.3413e-02,8.9774e-02,1.6130e-01,6.2317e-02,1.1655e-01,1.2252e-01,7.1430e-02,1.5480e-01,8.8927e-02
8.1060e-02,4.8747e-02,1.0993e-01,1.3283e-01,1.2343e-01,8.7506e-02,7.6465e-02,1.0788e-01,1.5405e-01,7.8094e-02
8.9633e-02,4.1194e-02,1.0945e-01,1.6180e-01,1.2232e-01,1.0626e-01,9.5878e-02,1.1758e-01,1.1196e-01,4.3925e-02
6.7494e-02,4.5433e-02,7.6086e-02,1.4588e-01,1.0679e-01,1.0454e-01,8.5333e-02,1.4789e-01,1.3325e-01,8.7300e-02
6.7686e-02,6.9025e-02,1.0817e-01,1.9438e-01,9.2029e-02,9.5453e-02,9.7937e-02,9.3002e-02,1.1098e-01,7.1345e-02
7.8261e-02,4.1683e-02,1.4846e-01,1.3325e-01,8.6429e-02,7.6026e-02,8.3316e-02,1.0912e-01,1.5363e-01,8.9815e-02
6.3069e-02,5.5704e-02,1.3287e-01,1.2280e-01,1.6315e-01,8.5740e-02,7.0202e-02,6.4359e-02,1.3761e-01,1.0449e-01
8.4385e-02,6.9822e-02,1.0082e-01,1.2884e-01,1.1464e-01,7.1976e-02,9.6331e-02,1.1751e-01,1.1433e-01,1.0134e-01
9.1756e-02,6.6502e-02,7.7620e-02,1.4869e-01,9.1705e-02,7.4210e-02,7.6848e-02,1.1989e-01,1.6462e-01,8.8157e-02
6.3267e-02,7.5080e-02,1.1638e-01,1.4048e-01,1.0679e-01,9.4888e-02,8.6259e-02,1.0105e-01,1.2702e-01,8.8791e-02
6.3254e-02,5.8206e-02,1.2674e-01,1.3411e-01,9.8056e-02,7.4190e-02,1.0227e-01,1.1245e-01,1.4395e-01,8.6774e-02
6.2335e-02,6.6272e-02,8.8649e-02,1.6508e-01,7.3804e-02,1.3180e-01,1.1628e-01,6.8907e-02,1.5677e-01,7.0101e-02
6.3672e-02,6.3454e-02,9.4892e-02,1.2913e-01,1.0362e-01,9.9808e-02,1.1014e-01,9.3442e-02,1.3691e-01,1.0494e-01
9.2877e-02,7.4466e-02,1.1672e-01,1.2443e-01,7.8086e-02,8.3556e-02,7.2486e-02,1.1784e-01,1.3528e-01,1.0425e-01
4.7190e-02,5.5464e-02,8.6475e-02,1.2292e-01,7.5489e-02,1.1210e-01,8.5091e-02,1.4431e-01,1.8911e-01,8.1846e-02
8.8297e-02,5.9296e-02,1.2577e-01,8.2263e-02,1.0940e-01,1.0764e-01,7.9670e-02,7.3938e-02,1.4498e-01,1.2875e-01
7.1301e-02,7.5372e-02,9.1865e-02,1.1559e-01,7.3591e-02,1.0136e-01,1.1345e-01,1.2320e-01,1.4122e-01,9.3059e-02
7.6547e-02,8.5072e-02,1.0488e-01,1.2326e-01,6.9991e-02,9.1087e-02,7.2955e-02,1.1984e-01,1.3120e-01,1.2517e-01
6.5255e-02,6.3232e-02,9.5744e-02,1.2821e-01,1.0689e-01,1.1762e-01,1.1354e-01,1.2187e-01,1.2501e-01,6.2633e-02
8.1797e-02,6.2588e-02,9.0956e-02,1.1052e-01,1.1690e-01,7.9407e-02,7.9312e-02,1.4600e-01,1.4517e-01,8.7352e-02
5.4135e-02,5.8195e-02,1.1608e-01,1.4933e-01,8.8851e-02,1.0845e-01,6.0348e-02,1.5591e-01,1.5043e-01,5.8256e-02
