# GLoss,DLoss,RevKLDivergence,ModesCovered
8.6944e-01,1.9101e+00,1.7516e+00,1.0000e+01
1.0486e+00,2.2369e+00,1.5536e+00,1.0000e+01
1.0144e+00,1.6831e+00,2.3694e+00,1.0000e+01
1.0297e+00,1.7938e+00,1.4728e+00,1.0000e+01
7.8506e-01,2.0583e+00,2.0906e+00,1.0000e+01
9.2763e-01,1.8094e+00,2.5102e+00,1.0000e+01
7.6807e-01,1.8163e+00,2.0908e+00,1.0000e+01
1.1995e+00,1.4781e+00,2.2467e+00,1.0000e+01
1.0934e+00,1.5590e+00,2.1150e+00,1.0000e+01
9.3475e-01,1.4322e+00,2.1907e+00,1.0000e+01
8.0633e-01,1.3840e+00,1.7837e+00,1.0000e+01
7.9873e-01,1.7340e+00,2.1348e+00,1.0000e+01
1.0213e+00,1.5611e+00,1.9745e+00,1.0000e+01
8.7491e-01,1.7065e+00,1.5218e+00,1.0000e+01
9.3041e-01,1.5555e+00,2.4150e+00,1.0000e+01
8.7415e-01,1.2859e+00,2.1341e+00,1.0000e+01
9.9672e-01,1.5391e+00,1.7564e+00,1.0000e+01
9.1720e-01,1.8947e+00,1.8701e+00,1.0000e+01
1.0326e+00,1.5317e+00,2.1884e+00,1.0000e+01
1.1388e+00,1.6235e+00,1.9433e+00,1.0000e+01
1.2881e+00,1.0352e+00,1.8765e+00,1.0000e+01
1.0310e+00,1.4551e+00,2.0546e+00,1.0000e+01
1.1023e+00,1.3273e+00,1.9294e+00,1.0000e+01
9.4488e-01,1.5698e+00,2.1104e+00,1.0000e+01
9.9332e-01,1.2779e+00,1.3100e+00,1.0000e+01
8.2956e-01,1.3628e+00,1.9557e+00,1.0000e+01
9.6959e-01,1.0592e+00,1.5709e+00,1.0000e+01
1.0343e+00,1.3317e+00,1.4959e+00,1.0000e+01
8.9380e-01,1.3384e+00,1.0445e+00,1.0000e+01
1.0896e+00,1.1805e+00,1.6816e+00,1.0000e+01
9.6891e-01,1.4990e+00,1.5979e+00,1.0000e+01
1.1319e+00,1.2920e+00,1.6577e+00,1.0000e+01
6.8388e-01,1.7657e+00,1.4001e+00,1.0000e+01
1.0442e+00,1.5400e+00,1.6394e+00,1.0000e+01
1.1140e+00,1.3066e+00,1.4079e+00,1.0000e+01
8.0667e-01,1.8502e+00,2.1533e+00,1.0000e+01
9.6404e-01,1.4631e+00,1.1974e+00,1.0000e+01
1.1302e+00,1.8385e+00,1.3182e+00,1.0000e+01
7.7476e-01,1.9438e+00,2.1012e+00,1.0000e+01
1.0222e+00,1.6541e+00,2.2268e+00,1.0000e+01
1.0906e+00,1.3567e+00,2.0056e+00,1.0000e+01
1.0429e+00,1.3288e+00,1.6014e+00,1.0000e+01
9.2867e-01,1.4573e+00,2.1245e+00,1.0000e+01
7.8390e-01,1.4112e+00,2.0133e+00,1.0000e+01
9.4288e-01,1.2711e+00,2.3963e+00,1.0000e+01
8.3150e-01,1.6333e+00,2.1444e+00,1.0000e+01
1.1226e+00,1.1793e+00,1.4780e+00,1.0000e+01
1.1522e+00,1.2686e+00,1.8586e+00,1.0000e+01
7.7620e-01,1.7518e+00,1.7169e+00,1.0000e+01
1.0603e+00,1.0932e+00,1.5423e+00,1.0000e+01
1.0251e+00,1.2228e+00,1.6919e+00,1.0000e+01
1.0736e+00,1.2660e+00,1.4907e+00,1.0000e+01
1.1581e+00,1.3118e+00,2.2005e+00,1.0000e+01
1.1173e+00,1.1582e+00,1.8907e+00,1.0000e+01
9.9352e-01,1.5310e+00,1.7171e+00,1.0000e+01
8.7299e-01,1.5534e+00,1.6101e+00,1.0000e+01
8.8279e-01,1.3731e+00,1.8135e+00,1.0000e+01
1.0521e+00,1.3939e+00,1.5432e+00,1.0000e+01
9.3156e-01,1.1583e+00,1.8993e+00,1.0000e+01
8.4433e-01,1.4878e+00,2.1109e+00,1.0000e+01
1.0099e+00,1.2987e+00,1.7526e+00,1.0000e+01
1.0709e+00,1.2730e+00,1.4111e+00,1.0000e+01
1.0380e+00,1.3328e+00,1.7806e+00,1.0000e+01
9.7648e-01,1.4842e+00,2.0305e+00,1.0000e+01
9.7741e-01,1.3887e+00,2.0319e+00,1.0000e+01
1.0266e+00,1.4552e+00,1.6568e+00,1.0000e+01
1.0326e+00,1.4007e+00,1.8088e+00,1.0000e+01
1.1209e+00,1.0917e+00,1.8250e+00,1.0000e+01
1.0047e+00,1.3109e+00,2.2331e+00,1.0000e+01
9.1852e-01,1.3502e+00,2.0958e+00,1.0000e+01
1.0377e+00,1.2585e+00,2.0752e+00,1.0000e+01
1.0403e+00,1.3232e+00,1.9310e+00,1.0000e+01
1.0210e+00,1.5905e+00,1.9781e+00,1.0000e+01
1.0073e+00,1.4073e+00,1.9058e+00,1.0000e+01
9.9993e-01,1.1642e+00,2.1414e+00,1.0000e+01
1.0967e+00,1.1747e+00,2.0035e+00,1.0000e+01
8.5878e-01,1.2523e+00,1.9512e+00,1.0000e+01
1.0469e+00,1.2124e+00,1.7988e+00,1.0000e+01
9.3813e-01,1.2281e+00,1.4904e+00,1.0000e+01
1.1356e+00,1.2789e+00,1.9066e+00,1.0000e+01
1.0979e+00,1.2114e+00,1.4929e+00,1.0000e+01
1.0380e+00,1.0615e+00,1.4066e+00,1.0000e+01
1.0263e+00,1.4508e+00,2.1970e+00,1.0000e+01
1.0311e+00,1.0227e+00,1.6303e+00,1.0000e+01
1.0837e+00,1.4099e+00,1.5602e+00,1.0000e+01
1.1410e+00,1.1163e+00,1.9182e+00,1.0000e+01
1.1677e+00,1.1632e+00,1.8769e+00,1.0000e+01
1.1868e+00,1.0740e+00,1.8416e+00,1.0000e+01
1.2521e+00,1.2376e+00,2.2270e+00,1.0000e+01
1.1256e+00,1.4349e+00,2.4888e+00,1.0000e+01
1.0329e+00,1.2245e+00,1.8430e+00,1.0000e+01
1.0370e+00,1.4973e+00,2.0658e+00,1.0000e+01
1.1399e+00,1.1060e+00,1.4505e+00,1.0000e+01
1.0305e+00,1.2103e+00,1.9627e+00,1.0000e+01
9.4769e-01,1.0765e+00,2.4569e+00,1.0000e+01
1.0644e+00,1.1303e+00,2.3415e+00,1.0000e+01
9.7861e-01,1.1346e+00,2.2979e+00,1.0000e+01
1.0536e+00,1.3304e+00,2.2755e+00,1.0000e+01
8.5717e-01,1.3770e+00,2.1169e+00,1.0000e+01
1.0514e+00,1.3363e+00,1.5271e+00,1.0000e+01
9.7513e-01,1.2348e+00,2.1549e+00,1.0000e+01
1.0467e+00,1.1687e+00,1.9317e+00,1.0000e+01
1.2302e+00,1.1320e+00,2.2867e+00,1.0000e+01
1.0103e+00,1.2722e+00,2.0009e+00,1.0000e+01
9.4938e-01,1.5611e+00,2.2453e+00,1.0000e+01
1.0646e+00,1.5824e+00,2.0132e+00,1.0000e+01
1.0901e+00,1.0468e+00,1.6497e+00,1.0000e+01
1.1160e+00,1.2170e+00,2.0759e+00,1.0000e+01
1.0682e+00,1.1736e+00,2.3789e+00,1.0000e+01
9.8763e-01,1.3011e+00,1.6962e+00,1.0000e+01
1.0424e+00,1.1060e+00,2.2926e+00,1.0000e+01
9.1577e-01,1.3298e+00,2.4365e+00,1.0000e+01
1.2258e+00,1.0729e+00,1.7875e+00,1.0000e+01
1.0358e+00,1.1443e+00,1.9648e+00,1.0000e+01
1.0204e+00,1.2930e+00,1.7788e+00,1.0000e+01
1.1554e+00,1.1290e+00,2.1948e+00,1.0000e+01
1.0532e+00,1.1633e+00,1.9869e+00,1.0000e+01
1.1186e+00,1.1525e+00,1.8270e+00,1.0000e+01
9.6146e-01,1.1689e+00,1.7147e+00,1.0000e+01
9.5354e-01,1.4728e+00,2.0859e+00,1.0000e+01
8.8132e-01,1.4299e+00,2.3033e+00,1.0000e+01
1.0333e+00,1.3083e+00,1.5783e+00,1.0000e+01
1.2091e+00,1.0095e+00,1.7285e+00,1.0000e+01
1.0779e+00,1.1287e+00,1.5338e+00,1.0000e+01
1.1142e+00,1.3737e+00,1.7259e+00,1.0000e+01
1.0980e+00,1.1083e+00,1.6093e+00,1.0000e+01
1.0476e+00,1.2759e+00,1.2133e+00,1.0000e+01
9.8922e-01,1.1732e+00,1.3399e+00,1.0000e+01
1.0773e+00,1.1560e+00,1.3187e+00,1.0000e+01
9.8904e-01,1.0680e+00,2.0777e+00,1.0000e+01
9.8049e-01,1.3939e+00,1.7772e+00,1.0000e+01
9.2425e-01,1.3133e+00,1.8290e+00,1.0000e+01
1.0047e+00,1.2423e+00,1.8306e+00,1.0000e+01
1.0752e+00,1.0974e+00,1.7055e+00,1.0000e+01
1.0294e+00,1.1554e+00,2.0706e+00,1.0000e+01
1.1362e+00,1.2107e+00,2.0529e+00,1.0000e+01
1.1587e+00,1.3596e+00,2.2752e+00,1.0000e+01
9.3108e-01,1.2167e+00,1.5666e+00,1.0000e+01
1.0275e+00,1.1983e+00,2.0177e+00,1.0000e+01
9.3562e-01,1.2359e+00,2.1682e+00,1.0000e+01
1.0194e+00,1.1813e+00,2.1658e+00,1.0000e+01
9.4945e-01,1.3111e+00,1.8404e+00,1.0000e+01
9.4271e-01,1.2741e+00,1.6537e+00,1.0000e+01
1.0136e+00,1.3443e+00,1.3727e+00,1.0000e+01
1.0807e+00,1.0297e+00,1.8122e+00,1.0000e+01
9.6103e-01,1.2578e+00,1.4257e+00,1.0000e+01
1.0181e+00,1.2406e+00,2.1962e+00,1.0000e+01
1.0744e+00,1.2275e+00,1.7219e+00,1.0000e+01
9.9884e-01,1.1713e+00,1.7661e+00,1.0000e+01
9.9564e-01,1.0946e+00,2.4166e+00,1.0000e+01
1.0166e+00,1.1995e+00,2.0705e+00,1.0000e+01
1.0785e+00,1.2345e+00,1.4359e+00,1.0000e+01
9.3601e-01,1.1680e+00,1.9176e+00,1.0000e+01
1.0392e+00,1.1422e+00,1.3236e+00,1.0000e+01
1.0710e+00,1.1377e+00,2.2544e+00,1.0000e+01
9.9880e-01,1.1628e+00,1.5007e+00,1.0000e+01
1.0252e+00,1.2047e+00,1.5230e+00,1.0000e+01
8.5186e-01,1.3220e+00,1.4806e+00,1.0000e+01
1.0036e+00,1.1634e+00,2.2878e+00,1.0000e+01
9.6073e-01,1.4650e+00,1.8354e+00,1.0000e+01
1.1199e+00,1.4210e+00,2.6765e+00,1.0000e+01
1.0336e+00,1.2397e+00,1.7500e+00,1.0000e+01
9.6877e-01,1.2732e+00,1.6815e+00,1.0000e+01
1.0393e+00,1.1691e+00,1.7125e+00,1.0000e+01
1.1593e+00,1.1616e+00,1.6708e+00,1.0000e+01
9.3229e-01,1.3301e+00,1.7535e+00,1.0000e+01
9.7577e-01,1.1872e+00,1.4338e+00,1.0000e+01
9.8462e-01,1.3067e+00,1.7695e+00,1.0000e+01
1.1073e+00,1.1716e+00,1.3424e+00,1.0000e+01
1.0010e+00,1.1500e+00,1.7803e+00,1.0000e+01
9.7601e-01,1.3079e+00,1.6063e+00,1.0000e+01
1.0410e+00,1.1486e+00,1.6463e+00,1.0000e+01
9.6811e-01,1.1733e+00,1.9691e+00,1.0000e+01
1.1771e+00,9.7669e-01,1.1100e+00,1.0000e+01
1.0696e+00,1.1249e+00,1.7974e+00,1.0000e+01
1.0191e+00,1.1446e+00,1.5240e+00,1.0000e+01
1.1734e+00,1.3655e+00,1.2267e+00,1.0000e+01
1.0368e+00,1.2824e+00,2.2440e+00,1.0000e+01
1.0658e+00,1.3370e+00,1.7529e+00,1.0000e+01
1.0045e+00,1.2175e+00,1.5982e+00,1.0000e+01
9.7440e-01,1.3930e+00,1.9370e+00,1.0000e+01
8.8984e-01,1.2060e+00,1.6929e+00,1.0000e+01
1.0300e+00,1.2357e+00,1.8770e+00,1.0000e+01
9.4374e-01,1.0794e+00,1.2549e+00,1.0000e+01
1.1221e+00,1.1887e+00,1.3820e+00,1.0000e+01
1.0388e+00,1.0668e+00,1.7582e+00,1.0000e+01
1.0629e+00,1.1301e+00,1.2465e+00,1.0000e+01
1.0053e+00,1.3153e+00,1.5298e+00,1.0000e+01
1.1640e+00,1.1600e+00,1.7679e+00,1.0000e+01
1.1434e+00,1.0841e+00,1.2595e+00,1.0000e+01
9.9365e-01,1.2310e+00,1.2216e+00,1.0000e+01
1.0717e+00,1.1232e+00,1.5942e+00,1.0000e+01
1.0907e+00,1.1155e+00,2.3113e+00,1.0000e+01
1.0679e+00,1.2471e+00,1.9247e+00,1.0000e+01
8.9138e-01,1.4595e+00,1.6207e+00,1.0000e+01
9.5384e-01,1.1918e+00,1.4419e+00,1.0000e+01
1.0798e+00,1.1445e+00,1.9102e+00,1.0000e+01
1.1216e+00,1.4033e+00,1.4664e+00,1.0000e+01
1.0894e+00,1.3698e+00,1.5018e+00,1.0000e+01
9.8721e-01,1.1862e+00,1.2096e+00,1.0000e+01
1.0084e+00,1.1853e+00,1.6437e+00,1.0000e+01
1.0774e+00,1.3890e+00,1.5056e+00,1.0000e+01
9.6091e-01,1.1310e+00,1.0727e+00,1.0000e+01
9.8918e-01,1.1914e+00,1.5407e+00,1.0000e+01
1.2005e+00,1.1535e+00,2.3842e+00,1.0000e+01
9.1725e-01,1.0901e+00,1.5943e+00,1.0000e+01
1.1089e+00,1.2845e+00,2.2525e+00,1.0000e+01
1.0068e+00,1.2017e+00,1.7968e+00,1.0000e+01
1.0358e+00,1.2733e+00,1.7690e+00,1.0000e+01
1.1930e+00,1.2164e+00,1.4287e+00,1.0000e+01
9.6368e-01,1.2664e+00,1.5027e+00,1.0000e+01
1.3594e+00,1.0780e+00,1.5861e+00,1.0000e+01
1.1842e+00,1.0961e+00,1.4833e+00,1.0000e+01
1.1381e+00,1.2705e+00,2.0800e+00,1.0000e+01
1.1568e+00,1.0160e+00,1.5767e+00,1.0000e+01
9.1473e-01,1.3254e+00,1.3057e+00,1.0000e+01
1.1431e+00,1.2094e+00,1.5628e+00,1.0000e+01
9.7960e-01,1.2862e+00,1.1854e+00,1.0000e+01
9.3538e-01,1.3342e+00,1.4051e+00,1.0000e+01
1.0148e+00,1.2060e+00,1.2236e+00,1.0000e+01
9.7869e-01,1.1225e+00,1.6799e+00,1.0000e+01
1.1016e+00,1.0883e+00,2.3095e+00,1.0000e+01
1.0277e+00,1.2154e+00,1.5741e+00,1.0000e+01
1.0736e+00,1.0136e+00,1.8799e+00,1.0000e+01
1.0748e+00,1.1681e+00,1.3292e+00,1.0000e+01
1.0631e+00,1.2722e+00,2.1602e+00,1.0000e+01
9.0300e-01,1.2722e+00,1.6649e+00,1.0000e+01
9.6789e-01,1.3267e+00,1.9760e+00,1.0000e+01
9.5558e-01,1.0601e+00,1.3213e+00,1.0000e+01
1.0236e+00,1.1513e+00,1.3203e+00,1.0000e+01
1.0917e+00,1.0924e+00,1.6946e+00,1.0000e+01
1.1137e+00,1.1733e+00,1.8794e+00,1.0000e+01
9.2529e-01,1.1898e+00,1.8188e+00,1.0000e+01
1.0588e+00,1.1643e+00,1.8591e+00,1.0000e+01
9.9529e-01,1.1366e+00,1.4624e+00,1.0000e+01
1.0756e+00,1.0468e+00,2.0127e+00,1.0000e+01
1.0951e+00,1.1118e+00,1.1539e+00,1.0000e+01
1.0283e+00,1.1853e+00,1.5778e+00,1.0000e+01
8.9818e-01,1.0962e+00,1.8210e+00,1.0000e+01
1.0030e+00,1.2648e+00,8.7591e-01,1.0000e+01
9.7897e-01,1.1714e+00,1.8335e+00,1.0000e+01
1.1001e+00,1.1664e+00,2.0480e+00,1.0000e+01
1.1517e+00,1.1552e+00,1.3510e+00,1.0000e+01
1.0684e+00,1.3487e+00,1.6300e+00,1.0000e+01
9.6459e-01,1.1617e+00,1.9885e+00,1.0000e+01
1.0606e+00,1.0401e+00,1.7299e+00,1.0000e+01
9.0142e-01,1.2008e+00,2.1674e+00,1.0000e+01
1.0600e+00,1.1581e+00,1.8512e+00,1.0000e+01
1.0858e+00,1.1663e+00,2.1667e+00,1.0000e+01
1.0594e+00,1.1700e+00,1.5484e+00,1.0000e+01
1.0365e+00,1.3870e+00,2.1963e+00,1.0000e+01
9.5372e-01,1.2216e+00,2.2288e+00,1.0000e+01
9.4252e-01,1.1973e+00,1.1939e+00,1.0000e+01
1.0193e+00,1.1957e+00,1.9253e+00,1.0000e+01
8.6528e-01,1.2548e+00,1.0023e+00,1.0000e+01
1.0453e+00,1.1425e+00,1.6935e+00,1.0000e+01
1.0730e+00,1.1106e+00,1.6336e+00,1.0000e+01
1.2090e+00,1.0035e+00,1.6714e+00,1.0000e+01
1.1054e+00,1.0352e+00,2.2853e+00,1.0000e+01
1.0478e+00,1.1362e+00,1.9671e+00,1.0000e+01
1.0938e+00,1.1219e+00,1.6897e+00,1.0000e+01
8.5319e-01,1.1595e+00,1.4648e+00,1.0000e+01
9.8487e-01,1.1454e+00,2.0525e+00,1.0000e+01
9.8805e-01,1.0725e+00,1.3636e+00,1.0000e+01
9.6990e-01,1.2160e+00,2.0282e+00,1.0000e+01
1.0115e+00,1.0830e+00,2.2170e+00,1.0000e+01
1.0227e+00,1.2318e+00,2.3176e+00,1.0000e+01
1.0848e+00,1.1650e+00,1.4703e+00,1.0000e+01
1.0641e+00,1.2469e+00,2.0450e+00,1.0000e+01
9.6547e-01,1.1398e+00,2.0112e+00,1.0000e+01
1.0680e+00,1.2016e+00,1.8147e+00,1.0000e+01
1.0842e+00,1.1119e+00,1.5758e+00,1.0000e+01
1.2316e+00,1.2185e+00,1.3861e+00,1.0000e+01
8.4500e-01,1.2541e+00,1.7496e+00,1.0000e+01
1.0172e+00,1.1283e+00,2.0693e+00,1.0000e+01
1.0024e+00,1.1170e+00,1.5652e+00,1.0000e+01
9.9909e-01,1.2259e+00,1.3388e+00,1.0000e+01
1.0312e+00,1.0609e+00,1.7716e+00,1.0000e+01
1.0263e+00,1.3579e+00,2.1779e+00,1.0000e+01
1.0235e+00,1.2984e+00,1.5709e+00,1.0000e+01
1.0791e+00,1.1817e+00,1.6799e+00,1.0000e+01
1.0235e+00,1.0972e+00,1.3347e+00,1.0000e+01
1.0319e+00,1.1639e+00,1.9722e+00,1.0000e+01
1.0807e+00,1.2548e+00,2.0049e+00,1.0000e+01
1.0339e+00,1.0474e+00,1.8225e+00,1.0000e+01
1.0544e+00,9.9005e-01,1.8631e+00,1.0000e+01
1.0004e+00,1.1844e+00,1.7673e+00,1.0000e+01
9.9345e-01,1.0376e+00,1.6698e+00,1.0000e+01
9.6989e-01,1.0433e+00,2.1895e+00,1.0000e+01
1.1921e+00,1.0593e+00,1.2452e+00,1.0000e+01
9.8798e-01,1.2700e+00,1.3980e+00,1.0000e+01
1.0222e+00,1.1593e+00,2.0728e+00,1.0000e+01
1.0610e+00,1.2581e+00,1.0793e+00,1.0000e+01
1.0098e+00,1.1247e+00,1.4431e+00,1.0000e+01
1.1181e+00,1.2073e+00,1.3382e+00,1.0000e+01
1.0047e+00,1.2166e+00,1.6205e+00,1.0000e+01
1.2265e+00,1.1892e+00,1.5265e+00,1.0000e+01
1.0394e+00,1.0963e+00,1.8028e+00,1.0000e+01
1.0190e+00,1.3234e+00,1.5842e+00,1.0000e+01
1.0377e+00,1.3336e+00,2.0555e+00,1.0000e+01
1.0641e+00,1.3037e+00,2.0855e+00,1.0000e+01
9.1640e-01,1.5267e+00,1.8364e+00,1.0000e+01
1.0280e+00,1.0619e+00,2.2397e+00,1.0000e+01
8.4590e-01,1.3331e+00,2.3916e+00,1.0000e+01
