9.0025e-10,1.2736e-08,3.6447e-09,7.6745e-08,8.6812e-11,9.4946e-14,7.9397e-07,3.0599e-12,1.0000e+00,3.1876e-10
1.1453e-02,1.5341e-05,1.5096e-03,5.5218e-02,2.9921e-05,1.7751e-06,9.2838e-01,1.5191e-05,3.3403e-03,3.7746e-05
1.6383e-02,1.4181e-04,9.6032e-03,1.4559e-01,9.3888e-02,2.3614e-05,7.3216e-01,2.0940e-05,2.0104e-03,1.8043e-04
6.1286e-02,5.8206e-05,5.1741e-02,2.5758e-01,1.4669e-01,1.2606e-05,4.8074e-01,3.5856e-05,1.6714e-03,1.8961e-04
1.6360e-01,1.1770e-02,9.1624e-02,1.5848e-01,1.1864e-01,4.8115e-04,3.5830e-01,8.5365e-05,9.6543e-02,4.6919e-04
1.5964e-01,1.2911e-02,1.0130e-01,2.0246e-01,1.1171e-01,1.5290e-04,3.4587e-01,1.3661e-04,6.4849e-02,9.6534e-04
9.6763e-02,1.2353e-02,9.9537e-02,2.0505e-01,9.1227e-02,2.0933e-05,4.7421e-01,2.1965e-05,2.0724e-02,9.5924e-05
2.1256e-01,4.4077e-04,2.8291e-01,1.5235e-01,2.2979e-01,1.4645e-04,1.1931e-01,1.5740e-04,2.0388e-03,2.9815e-04
5.8090e-02,9.6223e-05,1.4504e-01,2.2106e-01,8.2434e-02,1.0434e-05,4.9221e-01,2.6472e-05,9.1921e-04,1.1526e-04
1.7627e-01,1.3773e-02,2.3178e-01,2.0079e-01,1.5993e-01,7.2759e-06,2.1102e-01,1.8805e-05,6.2973e-03,1.1891e-04
1.2929e-01,3.8867e-03,1.5374e-01,1.9964e-01,2.1199e-01,5.8242e-05,2.9635e-01,1.8672e-05,4.9091e-03,1.2273e-04
6.1816e-02,7.3561e-05,2.7121e-01,2.1532e-01,1.7470e-01,2.2775e-05,2.7218e-01,9.2915e-05,4.1391e-03,4.4669e-04
1.2754e-01,2.9322e-02,2.3768e-01,1.8936e-01,2.2921e-01,1.7589e-05,1.8494e-01,1.2805e-05,1.8088e-03,1.0538e-04
1.5648e-01,6.8718e-04,1.9889e-01,2.2895e-01,1.3990e-01,8.3255e-05,2.6943e-01,1.8395e-04,5.0227e-03,3.7310e-04
8.5984e-02,2.1011e-03,2.7149e-01,2.0313e-01,1.4079e-01,3.7689e-05,2.9156e-01,1.1109e-04,4.5128e-03,2.8130e-04
1.2743e-01,5.0000e-03,3.7206e-01,1.5855e-01,1.5397e-01,1.2704e-04,1.7984e-01,9.9322e-05,2.4253e-03,5.0424e-04
9.1846e-02,1.5609e-02,1.1149e-01,2.3218e-01,2.1960e-01,3.0308e-05,3.2175e-01,4.5774e-05,7.1309e-03,3.1314e-04
1.2853e-01,8.9892e-03,2.2942e-01,2.1137e-01,1.4639e-01,5.9479e-05,2.6316e-01,3.1719e-05,1.1760e-02,2.8846e-04
1.4486e-01,3.0190e-02,2.2068e-01,1.7305e-01,2.1948e-01,2.7371e-05,1.9703e-01,2.5744e-05,1.4500e-02,1.5229e-04
1.3528e-01,5.4081e-02,2.6983e-01,1.2407e-01,2.2185e-01,5.0291e-05,1.8449e-01,2.3080e-05,1.0052e-02,2.8307e-04
1.0581e-01,6.2400e-02,1.8273e-01,1.9926e-01,1.9029e-01,5.9398e-05,2.5298e-01,8.7136e-05,5.7616e-03,6.1993e-04
1.3776e-01,5.7803e-02,1.6485e-01,1.3376e-01,2.5817e-01,8.4421e-05,2.4265e-01,6.5554e-05,4.7416e-03,1.1503e-04
1.2671e-01,4.1348e-02,1.6020e-01,1.9535e-01,1.2513e-01,3.8794e-05,3.4525e-01,1.3767e-04,5.0526e-03,7.8189e-04
1.3096e-01,1.0473e-01,2.0902e-01,1.8785e-01,1.4876e-01,1.1201e-04,1.9609e-01,1.4047e-04,2.1573e-02,7.6754e-04
1.0050e-01,1.0795e-01,1.6816e-01,2.1885e-01,2.2261e-01,1.6838e-05,1.7539e-01,4.6850e-05,6.3226e-03,1.5137e-04
1.0814e-01,9.1645e-02,1.3583e-01,2.0042e-01,1.4960e-01,6.8163e-05,2.8044e-01,9.5378e-05,3.3290e-02,4.7990e-04
1.1332e-01,1.3438e-01,1.7966e-01,1.8749e-01,1.0714e-01,1.1176e-03,2.1710e-01,2.5860e-05,5.9408e-02,3.6908e-04
1.5712e-01,1.1297e-01,1.2551e-01,1.2827e-01,1.4452e-01,1.8357e-04,2.9765e-01,9.7506e-05,3.2665e-02,1.0167e-03
1.0471e-01,1.2410e-01,2.2244e-01,1.7081e-01,1.4305e-01,1.2226e-02,1.9223e-01,1.0613e-04,2.9498e-02,8.2978e-04
6.4437e-02,1.3435e-01,1.1363e-01,2.2276e-01,1.3943e-01,4.1677e-03,2.9600e-01,1.3690e-04,2.4880e-02,2.0381e-04
9.3947e-02,1.2272e-01,1.1195e-01,1.5074e-01,1.7258e-01,7.6174e-03,3.1535e-01,1.9655e-04,2.4679e-02,2.2412e-04
1.1660e-01,1.2165e-01,1.5923e-01,1.7146e-01,1.0490e-01,5.0720e-03,2.6569e-01,3.3616e-03,5.1673e-02,3.5943e-04
7.9697e-02,1.5841e-01,1.5055e-01,1.6807e-01,1.6276e-01,5.7442e-03,2.4002e-01,7.1180e-05,3.4284e-02,3.9626e-04
1.3663e-01,6.8829e-02,1.7803e-01,1.7328e-01,1.5526e-01,1.9600e-02,2.0542e-01,3.0964e-04,6.1950e-02,6.9247e-04
7.7483e-02,1.0359e-01,1.6230e-01,1.9912e-01,1.2927e-01,1.4541e-02,2.7143e-01,5.1673e-04,4.0473e-02,1.2920e-03
1.2020e-01,1.0435e-01,2.0146e-01,1.9026e-01,1.0340e-01,1.1435e-02,2.4040e-01,6.2821e-05,2.8266e-02,1.7662e-04
1.2760e-01,9.5598e-02,1.6784e-01,1.5812e-01,1.5152e-01,1.4621e-03,2.6271e-01,3.4399e-04,3.3916e-02,8.8675e-04
1.3397e-01,8.3807e-02,1.8018e-01,1.8129e-01,1.2984e-01,4.0757e-05,2.4214e-01,5.7736e-05,4.8507e-02,1.7070e-04
1.0232e-01,6.8945e-02,1.6478e-01,2.2524e-01,1.8176e-01,7.8642e-03,2.1044e-01,5.5214e-05,3.8315e-02,2.9505e-04
