# GLoss,DLoss,RevKLDivergence,ModesCovered
9.9190e-01,1.3053e+00,1.4015e+00,1.0000e+01
1.1215e+00,1.3957e+00,1.5064e+00,1.0000e+01
1.1128e+00,1.3602e+00,1.0605e+00,1.0000e+01
9.7609e-01,1.6295e+00,1.5708e+00,1.0000e+01
9.0544e-01,1.4671e+00,1.5376e+00,1.0000e+01
1.0662e+00,1.6272e+00,1.6026e+00,1.0000e+01
8.4369e-01,1.1563e+00,1.8556e+00,1.0000e+01
8.5867e-01,1.5670e+00,1.7287e+00,1.0000e+01
1.0418e+00,1.3632e+00,1.9639e+00,1.0000e+01
9.7738e-01,1.5100e+00,1.3515e+00,1.0000e+01
1.1491e+00,1.3026e+00,2.1222e+00,1.0000e+01
1.0815e+00,1.3898e+00,1.8249e+00,1.0000e+01
9.0860e-01,1.6156e+00,1.8951e+00,1.0000e+01
1.0455e+00,1.3018e+00,1.5132e+00,1.0000e+01
1.0756e+00,1.5417e+00,1.5546e+00,1.0000e+01
1.1606e+00,1.0798e+00,1.6306e+00,1.0000e+01
9.8820e-01,1.4715e+00,1.5544e+00,1.0000e+01
9.4051e-01,1.6086e+00,1.7796e+00,1.0000e+01
1.0321e+00,1.2813e+00,1.8152e+00,1.0000e+01
1.0028e+00,1.3194e+00,1.5287e+00,1.0000e+01
1.0761e+00,1.1836e+00,1.4506e+00,1.0000e+01
9.6578e-01,1.6577e+00,1.6662e+00,1.0000e+01
1.0671e+00,1.6629e+00,1.7596e+00,1.0000e+01
1.2687e+00,1.3919e+00,1.9850e+00,1.0000e+01
1.0826e+00,1.2152e+00,1.8397e+00,1.0000e+01
8.9671e-01,1.4797e+00,1.3521e+00,1.0000e+01
1.0848e+00,1.1585e+00,1.5430e+00,1.0000e+01
1.0673e+00,1.4279e+00,1.8419e+00,1.0000e+01
1.1503e+00,1.2421e+00,1.6034e+00,1.0000e+01
9.9195e-01,1.2916e+00,1.5932e+00,1.0000e+01
1.0873e+00,1.4234e+00,1.7579e+00,1.0000e+01
8.9150e-01,1.3397e+00,2.1679e+00,1.0000e+01
1.1266e+00,1.1582e+00,2.1594e+00,1.0000e+01
8.3870e-01,2.0104e+00,2.2275e+00,1.0000e+01
9.9692e-01,1.2800e+00,2.1631e+00,1.0000e+01
8.9197e-01,1.4454e+00,2.0152e+00,1.0000e+01
1.0182e+00,1.5219e+00,2.0530e+00,1.0000e+01
1.3164e+00,1.4652e+00,1.9473e+00,1.0000e+01
8.6889e-01,1.4488e+00,1.8342e+00,1.0000e+01
9.4367e-01,1.5435e+00,2.2338e+00,1.0000e+01
1.1044e+00,1.3203e+00,1.9928e+00,1.0000e+01
1.3003e+00,1.2251e+00,1.5712e+00,1.0000e+01
8.3913e-01,1.9831e+00,2.0858e+00,1.0000e+01
1.0137e+00,1.3945e+00,1.4929e+00,1.0000e+01
7.9980e-01,1.7521e+00,1.9186e+00,1.0000e+01
8.5028e-01,1.4107e+00,1.6913e+00,1.0000e+01
8.8675e-01,1.4903e+00,1.8259e+00,1.0000e+01
1.0474e+00,1.3416e+00,1.9976e+00,1.0000e+01
8.7900e-01,1.5074e+00,1.9596e+00,1.0000e+01
7.9867e-01,1.5159e+00,1.9793e+00,1.0000e+01
1.0619e+00,1.6639e+00,2.3315e+00,1.0000e+01
1.0091e+00,1.3445e+00,1.9516e+00,1.0000e+01
9.0284e-01,1.3364e+00,1.7816e+00,1.0000e+01
9.3103e-01,1.4979e+00,2.1546e+00,1.0000e+01
1.0571e+00,1.3392e+00,1.9998e+00,1.0000e+01
1.1502e+00,1.3250e+00,1.5741e+00,1.0000e+01
9.0463e-01,1.5276e+00,1.8189e+00,1.0000e+01
1.0220e+00,1.6831e+00,2.0729e+00,1.0000e+01
1.0591e+00,1.6827e+00,1.8804e+00,1.0000e+01
1.1951e+00,1.1151e+00,2.1482e+00,1.0000e+01
1.0468e+00,1.2052e+00,1.9072e+00,1.0000e+01
1.0698e+00,1.4975e+00,2.1129e+00,1.0000e+01
9.6668e-01,1.2954e+00,2.0143e+00,1.0000e+01
1.1272e+00,1.4256e+00,1.7567e+00,1.0000e+01
9.9616e-01,1.3786e+00,1.7196e+00,1.0000e+01
7.9205e-01,1.5169e+00,1.9239e+00,1.0000e+01
1.0203e+00,1.2442e+00,1.7301e+00,1.0000e+01
1.1526e+00,1.6830e+00,2.1066e+00,1.0000e+01
9.4573e-01,1.2344e+00,2.0300e+00,1.0000e+01
1.0041e+00,1.2938e+00,1.6891e+00,1.0000e+01
1.1374e+00,1.3739e+00,2.0620e+00,1.0000e+01
8.1885e-01,1.6399e+00,2.1528e+00,1.0000e+01
9.9047e-01,1.3093e+00,1.6029e+00,1.0000e+01
1.0805e+00,1.7148e+00,1.9705e+00,1.0000e+01
9.5884e-01,1.7472e+00,1.4302e+00,1.0000e+01
8.1983e-01,1.7991e+00,1.9906e+00,1.0000e+01
1.0231e+00,1.3562e+00,1.7981e+00,1.0000e+01
8.1659e-01,1.6212e+00,1.9031e+00,1.0000e+01
1.1901e+00,1.3530e+00,1.6837e+00,1.0000e+01
1.0807e+00,1.3782e+00,1.4409e+00,1.0000e+01
9.9038e-01,1.5343e+00,1.7032e+00,1.0000e+01
7.4054e-01,1.7069e+00,1.8666e+00,1.0000e+01
8.1340e-01,1.7123e+00,1.3299e+00,1.0000e+01
9.9576e-01,1.4672e+00,1.0465e+00,1.0000e+01
1.0555e+00,1.2948e+00,1.7949e+00,1.0000e+01
1.0276e+00,1.2511e+00,1.4407e+00,1.0000e+01
9.0947e-01,1.4328e+00,1.4267e+00,1.0000e+01
1.0724e+00,1.2499e+00,1.1322e+00,1.0000e+01
1.1313e+00,1.2513e+00,1.5506e+00,1.0000e+01
1.0018e+00,1.3663e+00,1.7497e+00,1.0000e+01
8.7841e-01,1.4608e+00,1.9833e+00,1.0000e+01
9.0998e-01,1.5685e+00,1.5408e+00,1.0000e+01
1.1119e+00,1.2743e+00,1.5580e+00,1.0000e+01
1.0407e+00,1.4569e+00,1.4722e+00,1.0000e+01
8.1323e-01,1.3991e+00,1.9519e+00,1.0000e+01
9.0992e-01,1.4177e+00,1.7491e+00,1.0000e+01
1.1082e+00,1.4081e+00,1.4455e+00,1.0000e+01
1.0984e+00,1.2598e+00,1.8626e+00,1.0000e+01
9.6248e-01,1.3728e+00,1.6056e+00,1.0000e+01
1.0130e+00,1.3906e+00,1.8231e+00,1.0000e+01
1.0395e+00,1.3037e+00,2.0480e+00,1.0000e+01
9.3273e-01,1.4308e+00,2.0620e+00,1.0000e+01
1.0550e+00,1.2085e+00,1.6945e+00,1.0000e+01
8.6279e-01,1.4872e+00,1.5201e+00,1.0000e+01
8.5697e-01,1.2926e+00,1.2457e+00,1.0000e+01
9.0078e-01,1.3328e+00,1.5909e+00,1.0000e+01
8.6831e-01,1.6313e+00,1.3121e+00,1.0000e+01
1.0253e+00,1.3840e+00,1.8384e+00,1.0000e+01
9.1033e-01,1.3260e+00,1.8808e+00,1.0000e+01
8.5287e-01,1.3151e+00,1.8042e+00,1.0000e+01
9.4865e-01,1.5714e+00,1.8173e+00,1.0000e+01
1.2324e+00,1.0768e+00,1.7869e+00,1.0000e+01
9.0126e-01,1.3325e+00,1.5402e+00,1.0000e+01
9.7972e-01,1.3406e+00,1.7792e+00,1.0000e+01
1.0288e+00,1.3306e+00,1.8186e+00,1.0000e+01
9.6852e-01,1.3807e+00,1.7229e+00,1.0000e+01
9.0830e-01,1.5358e+00,2.0942e+00,1.0000e+01
1.0343e+00,1.2086e+00,1.4708e+00,1.0000e+01
8.4933e-01,1.3780e+00,1.4039e+00,1.0000e+01
1.2476e+00,1.1852e+00,1.7147e+00,1.0000e+01
1.0266e+00,1.3206e+00,1.9306e+00,1.0000e+01
1.0848e+00,1.5648e+00,1.8311e+00,1.0000e+01
9.7349e-01,1.3248e+00,1.3743e+00,1.0000e+01
1.1433e+00,1.2608e+00,1.9122e+00,1.0000e+01
1.0511e+00,1.3006e+00,1.1625e+00,1.0000e+01
1.1400e+00,1.4747e+00,1.3834e+00,1.0000e+01
9.6350e-01,1.3240e+00,1.8897e+00,1.0000e+01
1.1328e+00,1.1281e+00,1.8881e+00,1.0000e+01
1.0089e+00,1.4675e+00,2.1611e+00,1.0000e+01
1.0562e+00,1.4447e+00,2.0492e+00,1.0000e+01
1.1924e+00,1.5748e+00,1.9332e+00,1.0000e+01
8.9022e-01,1.2870e+00,1.6107e+00,1.0000e+01
1.0215e+00,1.1159e+00,1.8566e+00,1.0000e+01
1.0204e+00,1.4821e+00,1.5738e+00,1.0000e+01
1.0575e+00,1.5042e+00,1.5096e+00,1.0000e+01
7.7822e-01,1.5565e+00,1.1405e+00,1.0000e+01
9.9681e-01,1.6687e+00,1.6141e+00,1.0000e+01
9.1817e-01,1.5747e+00,1.7374e+00,1.0000e+01
8.3281e-01,1.7221e+00,1.3894e+00,1.0000e+01
8.6454e-01,1.3257e+00,1.6502e+00,1.0000e+01
1.0011e+00,1.3194e+00,1.6296e+00,1.0000e+01
1.1490e+00,1.3908e+00,1.7669e+00,1.0000e+01
9.7956e-01,1.2160e+00,1.8671e+00,1.0000e+01
9.1171e-01,1.2081e+00,1.8066e+00,1.0000e+01
9.5204e-01,1.4775e+00,1.1876e+00,1.0000e+01
8.8013e-01,1.4761e+00,1.9461e+00,1.0000e+01
1.0952e+00,1.2080e+00,1.3004e+00,1.0000e+01
1.1110e+00,1.2076e+00,1.7509e+00,1.0000e+01
1.1874e+00,1.3850e+00,1.9224e+00,1.0000e+01
9.7682e-01,1.3135e+00,2.0636e+00,1.0000e+01
1.1292e+00,1.5303e+00,1.5857e+00,1.0000e+01
9.5537e-01,1.5254e+00,1.7368e+00,1.0000e+01
8.8230e-01,1.3568e+00,1.7105e+00,1.0000e+01
9.6392e-01,1.4087e+00,1.5496e+00,1.0000e+01
1.0634e+00,1.4149e+00,1.9469e+00,1.0000e+01
9.8219e-01,1.4365e+00,1.9910e+00,1.0000e+01
9.6467e-01,1.2870e+00,1.5842e+00,1.0000e+01
9.5789e-01,1.2715e+00,1.6232e+00,1.0000e+01
1.0487e+00,1.3849e+00,2.1367e+00,1.0000e+01
9.4748e-01,1.4857e+00,1.6706e+00,1.0000e+01
1.1413e+00,1.2892e+00,1.7931e+00,1.0000e+01
9.6809e-01,1.4123e+00,1.2879e+00,1.0000e+01
8.5863e-01,1.4943e+00,2.0048e+00,1.0000e+01
9.2318e-01,1.5043e+00,2.0707e+00,1.0000e+01
1.0535e+00,1.6923e+00,1.3448e+00,1.0000e+01
1.0547e+00,1.2241e+00,1.2580e+00,1.0000e+01
9.5645e-01,1.6496e+00,1.6359e+00,1.0000e+01
9.0310e-01,1.6476e+00,1.9057e+00,1.0000e+01
1.0051e+00,1.3544e+00,1.4942e+00,1.0000e+01
9.6644e-01,1.4320e+00,1.5405e+00,1.0000e+01
9.7900e-01,1.4607e+00,1.7599e+00,1.0000e+01
1.1396e+00,1.3821e+00,1.9339e+00,1.0000e+01
1.1255e+00,1.5177e+00,2.0431e+00,1.0000e+01
9.1626e-01,1.7153e+00,1.7705e+00,1.0000e+01
8.0496e-01,1.5177e+00,1.5692e+00,1.0000e+01
9.7874e-01,1.2699e+00,1.4036e+00,1.0000e+01
8.9661e-01,1.4530e+00,2.2061e+00,1.0000e+01
8.9534e-01,1.5697e+00,1.9477e+00,1.0000e+01
8.6877e-01,1.6134e+00,1.7691e+00,1.0000e+01
1.1849e+00,1.2867e+00,1.3225e+00,1.0000e+01
9.6580e-01,1.5804e+00,1.6020e+00,1.0000e+01
1.0498e+00,1.5410e+00,1.6394e+00,1.0000e+01
8.3162e-01,1.6282e+00,1.9708e+00,1.0000e+01
1.0183e+00,1.2254e+00,1.4867e+00,1.0000e+01
1.1402e+00,1.5298e+00,1.4548e+00,1.0000e+01
9.8463e-01,1.5686e+00,1.1502e+00,1.0000e+01
1.1110e+00,1.4781e+00,1.6824e+00,1.0000e+01
1.1202e+00,1.5198e+00,1.4837e+00,1.0000e+01
1.0836e+00,1.2896e+00,1.2122e+00,1.0000e+01
9.1270e-01,1.4520e+00,1.8209e+00,1.0000e+01
7.3944e-01,1.6677e+00,1.7785e+00,1.0000e+01
7.5597e-01,1.6218e+00,1.3480e+00,1.0000e+01
9.1623e-01,1.2523e+00,1.1504e+00,1.0000e+01
8.7572e-01,1.5404e+00,1.2401e+00,1.0000e+01
1.0137e+00,1.3496e+00,1.4844e+00,1.0000e+01
8.8529e-01,1.6351e+00,8.1425e-01,1.0000e+01
9.6938e-01,1.3606e+00,1.4379e+00,1.0000e+01
9.1509e-01,1.5882e+00,1.7653e+00,1.0000e+01
1.0469e+00,1.3774e+00,9.2813e-01,1.0000e+01
8.8352e-01,1.4000e+00,1.5168e+00,1.0000e+01
8.5269e-01,1.2953e+00,1.4498e+00,1.0000e+01
9.4165e-01,1.4894e+00,1.8945e+00,1.0000e+01
1.1030e+00,1.3688e+00,1.5479e+00,1.0000e+01
8.1636e-01,1.3771e+00,1.8527e+00,1.0000e+01
9.8442e-01,1.2479e+00,1.7973e+00,1.0000e+01
1.0211e+00,1.3692e+00,1.4225e+00,1.0000e+01
9.0802e-01,1.4898e+00,1.4977e+00,1.0000e+01
8.4493e-01,1.5683e+00,1.8571e+00,1.0000e+01
8.7469e-01,1.3543e+00,2.1601e+00,1.0000e+01
9.2699e-01,1.6727e+00,1.9349e+00,1.0000e+01
9.9810e-01,1.2331e+00,1.6130e+00,1.0000e+01
1.0236e+00,1.5410e+00,2.0970e+00,1.0000e+01
1.0149e+00,1.2158e+00,1.6233e+00,1.0000e+01
8.9034e-01,1.2634e+00,1.6694e+00,1.0000e+01
9.1641e-01,1.2773e+00,1.3321e+00,1.0000e+01
1.1558e+00,1.2247e+00,1.5086e+00,1.0000e+01
1.0415e+00,1.1736e+00,1.3771e+00,1.0000e+01
9.7898e-01,1.4305e+00,1.1374e+00,1.0000e+01
1.0862e+00,1.4848e+00,1.1862e+00,1.0000e+01
1.0430e+00,1.3694e+00,1.3490e+00,1.0000e+01
9.7767e-01,1.3340e+00,1.4974e+00,1.0000e+01
8.4984e-01,1.4341e+00,2.0767e+00,1.0000e+01
1.1688e+00,1.2527e+00,1.2974e+00,1.0000e+01
9.3054e-01,1.5699e+00,1.3065e+00,1.0000e+01
1.0146e+00,1.4292e+00,2.0542e+00,1.0000e+01
9.0591e-01,1.6252e+00,1.4711e+00,1.0000e+01
9.0429e-01,1.3517e+00,1.2206e+00,1.0000e+01
7.7664e-01,1.4696e+00,1.1167e+00,1.0000e+01
7.7475e-01,1.5799e+00,1.1268e+00,1.0000e+01
9.5058e-01,1.5668e+00,1.4340e+00,1.0000e+01
1.0295e+00,1.6986e+00,1.1526e+00,1.0000e+01
9.4953e-01,1.3644e+00,1.3986e+00,1.0000e+01
9.8010e-01,1.4304e+00,1.6453e+00,1.0000e+01
9.5977e-01,1.2987e+00,1.1738e+00,1.0000e+01
9.9186e-01,1.4171e+00,1.3494e+00,1.0000e+01
9.5553e-01,1.3948e+00,1.6681e+00,1.0000e+01
1.0256e+00,1.3880e+00,1.1046e+00,1.0000e+01
9.1530e-01,1.5621e+00,1.0546e+00,1.0000e+01
7.5603e-01,1.4828e+00,1.3435e+00,1.0000e+01
9.7821e-01,1.4871e+00,1.2838e+00,1.0000e+01
8.2433e-01,1.5922e+00,8.0235e-01,1.0000e+01
8.5107e-01,1.5550e+00,1.5862e+00,1.0000e+01
7.6496e-01,1.4170e+00,1.3682e+00,1.0000e+01
9.7158e-01,1.4365e+00,1.2037e+00,1.0000e+01
9.5686e-01,1.5047e+00,8.8282e-01,1.0000e+01
9.1048e-01,1.7577e+00,1.5782e+00,1.0000e+01
8.7856e-01,1.5404e+00,9.8352e-01,1.0000e+01
9.1468e-01,1.5611e+00,2.2861e+00,1.0000e+01
7.9472e-01,1.4569e+00,1.2199e+00,1.0000e+01
9.4394e-01,1.3827e+00,1.1952e+00,1.0000e+01
9.4798e-01,1.2736e+00,2.0972e+00,1.0000e+01
9.2364e-01,1.4834e+00,2.2630e+00,1.0000e+01
9.3908e-01,1.3600e+00,2.0257e+00,1.0000e+01
