# GLoss,DLoss
9.3814e-01,1.4775e+00
1.4055e+00,1.4194e+00
1.1275e+00,1.2953e+00
1.0795e+00,1.3740e+00
1.0790e+00,1.2892e+00
1.0864e+00,1.4602e+00
9.1784e-01,1.1517e+00
7.9213e-01,1.8396e+00
1.0329e+00,1.7860e+00
1.0884e+00,1.5346e+00
1.0116e+00,1.6318e+00
9.9612e-01,1.4128e+00
9.9395e-01,1.1739e+00
1.0863e+00,1.6560e+00
9.5956e-01,1.7599e+00
1.0379e+00,1.5403e+00
1.1830e+00,1.1525e+00
1.0362e+00,1.3406e+00
1.1589e+00,1.2861e+00
8.9126e-01,1.5880e+00
9.2673e-01,1.4212e+00
1.1747e+00,1.1337e+00
1.3295e+00,1.4822e+00
1.1569e+00,1.6861e+00
9.3630e-01,1.6652e+00
1.1023e+00,1.3513e+00
1.1176e+00,1.6078e+00
8.4277e-01,1.3828e+00
9.5875e-01,1.6391e+00
1.0504e+00,1.1701e+00
1.2487e+00,1.3420e+00
1.0529e+00,1.3346e+00
1.0294e+00,1.2430e+00
1.1928e+00,1.3179e+00
7.9222e-01,1.6835e+00
9.5084e-01,1.1440e+00
1.1535e+00,1.4247e+00
9.3873e-01,1.5481e+00
1.2263e+00,1.2269e+00
1.1399e+00,1.2441e+00
1.1041e+00,1.2270e+00
1.1262e+00,1.3567e+00
1.1575e+00,1.2123e+00
9.9081e-01,1.3656e+00
1.0341e+00,1.3181e+00
1.0018e+00,1.4176e+00
1.1211e+00,1.1260e+00
1.0306e+00,1.2456e+00
1.0803e+00,1.3026e+00
1.0429e+00,1.1866e+00
8.5421e-01,1.5770e+00
1.0378e+00,1.4206e+00
1.0466e+00,1.3266e+00
9.5423e-01,1.5269e+00
1.0501e+00,1.3364e+00
9.3633e-01,1.4044e+00
1.2532e+00,1.0874e+00
1.0358e+00,1.2087e+00
1.0207e+00,1.2572e+00
1.1326e+00,1.5197e+00
9.8837e-01,1.3669e+00
1.1176e+00,1.0059e+00
1.1414e+00,1.0966e+00
1.0838e+00,1.2026e+00
1.0499e+00,1.1780e+00
1.0485e+00,1.3137e+00
1.2801e+00,1.3172e+00
1.2476e+00,1.0741e+00
9.6856e-01,1.2627e+00
1.0102e+00,1.3046e+00
9.0703e-01,1.3972e+00
1.1087e+00,1.1681e+00
9.4563e-01,1.3361e+00
1.1228e+00,1.3164e+00
1.0490e+00,1.3008e+00
9.3416e-01,1.4145e+00
9.6730e-01,1.6170e+00
1.1665e+00,1.2391e+00
8.0614e-01,1.5166e+00
1.0310e+00,1.2103e+00
1.0313e+00,1.2628e+00
1.1560e+00,1.2304e+00
1.1225e+00,1.3358e+00
1.1097e+00,1.0730e+00
1.1343e+00,1.1244e+00
9.2874e-01,1.3025e+00
1.1360e+00,1.0605e+00
9.2142e-01,1.1977e+00
1.0022e+00,1.3394e+00
1.0091e+00,1.5195e+00
9.8304e-01,1.3286e+00
1.0408e+00,1.2678e+00
1.1445e+00,1.1543e+00
9.5869e-01,1.3368e+00
1.2035e+00,1.1252e+00
8.2134e-01,1.3481e+00
1.0335e+00,1.1049e+00
1.0489e+00,1.4367e+00
1.2714e+00,1.1012e+00
1.1473e+00,1.1116e+00
9.8508e-01,1.1720e+00
1.2788e+00,1.1930e+00
1.0426e+00,1.2057e+00
1.0220e+00,1.3585e+00
1.0947e+00,1.2820e+00
1.1001e+00,1.1419e+00
9.6559e-01,1.2797e+00
9.7857e-01,1.1605e+00
1.2173e+00,1.2915e+00
1.1416e+00,1.1775e+00
1.2538e+00,1.2176e+00
1.0040e+00,9.9147e-01
1.0074e+00,1.1306e+00
1.0949e+00,1.2794e+00
1.0961e+00,1.1682e+00
9.6254e-01,1.2635e+00
1.0300e+00,9.5845e-01
1.2018e+00,9.9897e-01
1.0947e+00,1.0248e+00
9.8413e-01,1.1126e+00
9.6224e-01,1.1251e+00
1.2334e+00,1.2233e+00
1.0775e+00,1.2777e+00
1.0964e+00,1.2563e+00
1.1696e+00,1.2322e+00
1.1113e+00,1.0914e+00
1.1573e+00,9.6266e-01
1.1502e+00,1.2010e+00
1.1242e+00,1.1779e+00
9.8089e-01,1.2218e+00
1.0204e+00,1.3632e+00
1.2402e+00,1.0018e+00
1.1087e+00,1.1247e+00
1.0587e+00,1.1314e+00
1.1521e+00,1.1509e+00
1.2823e+00,1.1610e+00
1.1297e+00,9.1565e-01
1.1906e+00,1.1567e+00
1.1320e+00,1.0385e+00
1.1660e+00,1.1077e+00
1.0448e+00,1.0242e+00
1.2108e+00,1.1986e+00
1.0053e+00,9.8585e-01
1.0972e+00,1.0595e+00
1.2629e+00,1.2369e+00
1.1471e+00,1.0059e+00
1.1001e+00,1.1229e+00
1.2214e+00,1.1368e+00
1.1907e+00,1.2514e+00
1.1902e+00,1.1220e+00
1.2546e+00,1.2054e+00
1.2160e+00,1.2707e+00
1.2597e+00,1.2607e+00
1.1165e+00,1.1457e+00
1.2048e+00,1.0466e+00
1.1071e+00,1.2274e+00
1.1314e+00,1.1511e+00
1.1097e+00,1.2180e+00
1.0917e+00,1.0841e+00
1.1282e+00,1.1773e+00
1.1287e+00,1.2197e+00
1.1472e+00,1.1760e+00
1.2842e+00,1.1750e+00
1.1810e+00,1.0270e+00
1.0695e+00,1.0878e+00
1.2361e+00,1.0291e+00
1.2305e+00,9.1982e-01
1.0268e+00,1.2578e+00
9.4116e-01,1.3087e+00
1.2828e+00,1.1346e+00
1.1708e+00,1.1069e+00
1.1361e+00,1.2405e+00
1.2190e+00,1.1192e+00
1.1481e+00,1.2145e+00
1.2448e+00,9.3153e-01
1.1929e+00,1.0071e+00
1.2658e+00,1.2054e+00
1.1768e+00,1.1237e+00
1.2453e+00,9.4944e-01
1.2494e+00,1.0078e+00
1.0589e+00,1.0809e+00
1.1425e+00,1.0490e+00
1.2200e+00,1.0020e+00
1.2040e+00,1.0758e+00
1.1351e+00,1.1357e+00
1.0408e+00,1.1195e+00
1.2831e+00,1.0461e+00
1.1666e+00,1.0694e+00
1.2718e+00,1.1041e+00
1.1706e+00,1.0444e+00
1.1160e+00,1.0715e+00
1.1857e+00,1.0023e+00
1.1600e+00,1.0554e+00
1.2203e+00,9.6763e-01
1.2453e+00,9.3080e-01
1.1784e+00,1.1516e+00
1.2253e+00,1.0187e+00
1.2141e+00,1.0668e+00
1.2373e+00,1.1124e+00
1.1905e+00,9.5664e-01
1.1798e+00,1.0466e+00
1.1236e+00,1.0508e+00
1.1254e+00,1.1129e+00
1.1344e+00,1.0894e+00
1.2298e+00,1.0382e+00
1.1652e+00,1.0758e+00
1.0863e+00,9.2363e-01
1.1145e+00,1.1223e+00
1.1306e+00,1.0953e+00
1.2086e+00,9.5352e-01
1.0817e+00,1.0908e+00
1.2912e+00,1.1098e+00
1.2141e+00,1.0763e+00
1.1066e+00,9.1343e-01
1.2728e+00,1.0681e+00
1.0403e+00,1.1270e+00
1.1855e+00,1.0550e+00
1.2204e+00,1.1907e+00
1.3228e+00,1.0303e+00
1.1714e+00,9.9906e-01
1.1803e+00,1.0062e+00
1.1354e+00,1.1205e+00
1.2091e+00,8.6661e-01
1.0974e+00,9.9399e-01
1.1542e+00,1.1858e+00
1.2612e+00,1.0640e+00
1.2929e+00,9.8921e-01
1.0519e+00,9.9840e-01
1.1271e+00,9.4343e-01
1.2642e+00,1.0951e+00
1.1913e+00,1.0921e+00
1.1306e+00,1.1493e+00
1.1840e+00,1.0319e+00
1.1225e+00,1.2318e+00
1.2081e+00,1.0877e+00
1.2111e+00,1.0738e+00
1.1406e+00,1.0091e+00
1.2539e+00,1.1469e+00
1.1314e+00,1.0654e+00
1.1288e+00,1.1912e+00
1.2225e+00,1.1200e+00
1.1747e+00,9.6521e-01
1.1473e+00,1.0149e+00
1.0796e+00,1.0958e+00
1.1932e+00,1.0711e+00
1.2867e+00,1.0980e+00
1.1260e+00,1.0126e+00
1.2357e+00,9.0460e-01
1.2683e+00,1.0401e+00
1.1195e+00,9.4450e-01
1.1242e+00,1.1456e+00
1.0797e+00,1.1163e+00
1.1067e+00,1.0136e+00
1.1109e+00,1.0976e+00
1.1936e+00,9.4056e-01
1.2199e+00,9.9837e-01
1.1624e+00,1.1115e+00
1.2191e+00,1.1002e+00
1.2185e+00,1.0436e+00
1.2766e+00,1.1553e+00
1.2070e+00,9.8323e-01
1.2442e+00,1.0199e+00
1.1998e+00,9.2890e-01
1.1423e+00,9.7521e-01
1.1292e+00,9.2226e-01
1.2133e+00,9.4648e-01
1.2947e+00,1.0097e+00
1.3358e+00,1.1400e+00
1.1814e+00,9.6555e-01
1.2354e+00,1.1640e+00
1.2601e+00,9.7586e-01
1.1523e+00,1.0469e+00
1.2604e+00,9.3284e-01
1.1989e+00,1.0878e+00
1.1515e+00,1.0355e+00
1.2963e+00,1.1085e+00
1.3050e+00,9.7089e-01
1.1488e+00,1.0009e+00
1.1328e+00,1.1414e+00
1.1803e+00,1.0962e+00
1.1650e+00,9.9901e-01
1.1347e+00,9.4651e-01
1.1598e+00,9.1400e-01
1.1945e+00,8.8323e-01
1.1782e+00,9.7563e-01
1.2750e+00,9.4848e-01
1.1885e+00,9.5179e-01
1.1336e+00,1.0487e+00
1.2465e+00,1.0335e+00
1.2044e+00,9.3941e-01
1.2341e+00,1.0437e+00
1.1549e+00,1.0815e+00
1.3542e+00,9.7417e-01
1.1796e+00,9.5026e-01
1.3456e+00,1.0387e+00
1.1505e+00,1.0149e+00
1.1920e+00,9.5219e-01
1.2067e+00,1.0266e+00
1.2204e+00,9.1975e-01
1.2100e+00,1.0953e+00
1.2372e+00,9.6857e-01
1.1713e+00,1.0138e+00
1.2635e+00,9.3796e-01
1.1716e+00,1.0006e+00
1.1608e+00,1.1521e+00
1.1745e+00,9.4729e-01
1.1872e+00,9.6082e-01
1.2142e+00,1.1103e+00
1.3393e+00,1.0112e+00
1.2700e+00,9.3569e-01
1.2710e+00,8.6030e-01
1.2227e+00,9.8012e-01
1.2401e+00,1.1475e+00
1.2414e+00,1.0547e+00
1.2446e+00,9.7333e-01
1.1966e+00,8.9552e-01
1.1484e+00,1.0333e+00
1.1797e+00,9.7524e-01
1.2500e+00,9.5150e-01
1.2284e+00,9.8470e-01
1.1779e+00,9.1898e-01
1.2411e+00,1.0258e+00
1.2012e+00,9.5738e-01
1.1144e+00,1.0029e+00
1.1941e+00,9.8182e-01
1.2366e+00,9.5990e-01
1.2380e+00,9.4244e-01
1.2241e+00,1.0428e+00
1.2240e+00,1.0194e+00
1.3340e+00,8.5114e-01
1.2774e+00,1.0105e+00
1.2275e+00,9.8614e-01
1.2170e+00,8.8894e-01
1.1820e+00,1.0086e+00
1.2669e+00,9.7567e-01
1.2156e+00,9.9771e-01
1.2130e+00,9.9208e-01
1.1772e+00,8.9815e-01
1.1689e+00,9.6075e-01
1.1847e+00,1.0437e+00
1.2616e+00,8.9337e-01
1.1418e+00,9.1959e-01
1.1902e+00,9.5529e-01
1.2355e+00,9.5795e-01
1.1456e+00,9.9429e-01
1.2014e+00,8.8793e-01
1.2269e+00,9.9379e-01
1.1917e+00,9.0531e-01
1.1263e+00,9.9323e-01
1.1910e+00,1.0503e+00
1.2233e+00,9.3638e-01
1.2076e+00,1.0510e+00
1.1325e+00,9.7517e-01
1.1903e+00,1.0433e+00
1.3462e+00,9.8791e-01
1.1913e+00,1.0206e+00
1.2677e+00,1.0318e+00
1.3482e+00,1.0105e+00
1.1808e+00,9.7959e-01
1.2338e+00,9.6713e-01
1.1552e+00,1.0459e+00
1.2727e+00,8.6663e-01
1.3065e+00,9.2644e-01
1.1934e+00,9.7130e-01
1.2058e+00,9.4276e-01
1.2434e+00,1.0502e+00
1.2383e+00,9.7110e-01
1.2403e+00,8.6714e-01
1.1988e+00,1.0155e+00
1.1967e+00,1.0319e+00
1.1279e+00,1.0369e+00
1.2407e+00,9.2789e-01
1.3137e+00,9.7820e-01
1.2190e+00,9.3081e-01
1.3154e+00,8.4882e-01
1.2687e+00,8.9801e-01
1.2934e+00,1.0410e+00
1.1398e+00,9.4918e-01
1.2049e+00,9.4017e-01
1.2873e+00,9.9103e-01
1.1791e+00,1.0021e+00
1.1645e+00,9.8905e-01
1.2554e+00,9.0511e-01
1.2786e+00,9.9038e-01
1.2183e+00,8.8889e-01
1.3031e+00,9.8590e-01
1.2376e+00,9.6702e-01
1.2089e+00,9.1995e-01
1.2770e+00,1.0261e+00
1.3010e+00,9.5340e-01
1.2138e+00,9.7716e-01
1.3597e+00,1.0309e+00
1.2571e+00,9.7651e-01
1.1887e+00,9.4880e-01
1.1962e+00,9.8487e-01
1.2175e+00,1.0129e+00
1.1797e+00,9.8981e-01
1.2440e+00,1.0100e+00
1.2552e+00,1.1023e+00
1.2917e+00,9.4899e-01
1.2354e+00,9.0912e-01
1.2697e+00,9.1004e-01
1.1633e+00,1.0481e+00
1.2984e+00,8.7998e-01
1.1768e+00,8.5325e-01
1.2764e+00,9.2986e-01
1.3001e+00,9.5456e-01
1.1154e+00,1.0678e+00
1.1766e+00,9.9235e-01
1.2839e+00,9.5186e-01
1.2284e+00,9.4557e-01
