# GLoss,DLoss
5.9582e-01,2.0095e+00
6.0717e-01,1.9112e+00
5.7294e-01,2.0815e+00
5.8737e-01,1.8948e+00
4.6500e-01,1.9944e+00
6.0326e-01,2.0427e+00
4.9423e-01,1.8694e+00
5.3772e-01,1.9588e+00
4.8487e-01,1.8978e+00
4.9652e-01,2.3216e+00
5.6911e-01,1.9459e+00
6.0915e-01,1.9893e+00
4.5734e-01,2.3328e+00
6.6662e-01,1.9165e+00
6.2683e-01,2.1863e+00
5.7115e-01,1.9169e+00
5.4378e-01,2.0764e+00
5.8849e-01,1.7970e+00
5.2279e-01,2.0031e+00
7.0428e-01,1.6247e+00
4.9782e-01,1.9201e+00
5.7621e-01,2.0465e+00
5.7233e-01,2.0516e+00
7.1494e-01,2.0755e+00
4.8625e-01,1.9113e+00
4.7827e-01,2.0222e+00
6.9912e-01,1.8510e+00
5.9521e-01,1.8085e+00
5.3374e-01,1.9242e+00
5.4973e-01,1.8956e+00
4.3375e-01,2.0909e+00
6.8185e-01,1.8515e+00
5.3028e-01,2.3007e+00
5.7868e-01,2.2271e+00
6.0968e-01,1.8293e+00
4.9989e-01,2.0054e+00
5.2615e-01,2.1698e+00
5.1783e-01,1.9820e+00
5.1873e-01,1.9480e+00
5.4051e-01,2.0864e+00
5.0154e-01,2.0039e+00
4.9806e-01,1.9160e+00
5.3560e-01,2.0111e+00
6.1747e-01,1.9787e+00
6.2468e-01,2.0432e+00
6.3406e-01,2.0333e+00
5.1806e-01,1.9470e+00
4.8581e-01,2.0936e+00
5.7703e-01,1.9424e+00
4.3150e-01,1.8147e+00
5.8796e-01,1.9216e+00
5.0319e-01,1.9498e+00
6.2447e-01,1.8798e+00
4.5323e-01,1.9552e+00
5.6051e-01,1.7778e+00
6.7756e-01,2.1762e+00
4.4932e-01,2.3247e+00
5.7610e-01,2.0140e+00
5.8363e-01,1.9441e+00
5.9452e-01,2.1256e+00
6.5402e-01,2.2185e+00
4.7440e-01,2.0070e+00
5.4772e-01,1.9955e+00
5.4034e-01,1.9269e+00
5.6936e-01,2.0665e+00
4.6138e-01,1.9303e+00
4.5154e-01,1.9202e+00
5.6549e-01,1.9063e+00
4.9389e-01,1.8697e+00
6.2547e-01,1.7804e+00
4.8451e-01,1.8201e+00
5.3117e-01,2.0850e+00
5.3804e-01,1.8947e+00
6.7014e-01,1.8970e+00
6.1905e-01,1.9245e+00
4.6404e-01,1.8301e+00
4.6618e-01,2.1731e+00
5.6843e-01,1.9940e+00
6.2254e-01,2.0070e+00
4.9606e-01,1.9428e+00
6.3239e-01,1.8942e+00
5.4267e-01,1.8227e+00
4.8498e-01,2.0115e+00
5.6069e-01,2.0411e+00
6.0383e-01,1.8314e+00
4.8890e-01,2.0023e+00
5.5232e-01,1.8437e+00
4.5879e-01,2.0738e+00
6.2858e-01,1.9142e+00
5.2307e-01,1.9862e+00
5.5662e-01,1.9741e+00
4.9208e-01,2.0537e+00
5.0822e-01,1.9755e+00
5.0037e-01,1.9316e+00
5.5294e-01,1.9322e+00
5.2951e-01,1.7579e+00
5.5482e-01,2.1076e+00
4.9527e-01,1.9827e+00
5.1216e-01,2.0078e+00
4.6490e-01,2.0903e+00
4.4700e-01,1.9586e+00
5.9753e-01,1.8795e+00
4.9012e-01,1.8592e+00
5.8011e-01,2.1260e+00
6.4131e-01,1.9272e+00
5.5144e-01,1.8855e+00
5.5662e-01,1.9051e+00
5.6151e-01,2.0106e+00
7.1445e-01,1.8593e+00
5.3944e-01,2.1766e+00
6.0139e-01,1.9999e+00
4.2657e-01,2.0575e+00
5.5890e-01,2.0955e+00
5.1846e-01,2.0071e+00
4.4754e-01,2.1027e+00
6.1987e-01,2.2644e+00
6.7918e-01,2.0696e+00
6.8529e-01,1.9146e+00
5.0690e-01,1.8226e+00
5.4296e-01,2.0001e+00
5.7725e-01,2.1155e+00
5.5178e-01,2.2052e+00
6.1243e-01,1.9664e+00
4.6643e-01,1.9626e+00
5.8487e-01,2.1173e+00
6.4134e-01,2.1354e+00
5.6414e-01,2.1040e+00
5.1576e-01,1.8733e+00
5.3991e-01,2.0002e+00
5.3221e-01,2.0455e+00
4.8104e-01,1.8939e+00
5.5884e-01,1.9000e+00
5.3267e-01,1.9577e+00
5.5734e-01,1.9492e+00
5.8511e-01,2.1709e+00
5.0109e-01,2.0102e+00
5.0976e-01,2.0340e+00
4.7328e-01,1.9859e+00
6.0846e-01,1.7164e+00
6.0257e-01,1.7472e+00
4.9965e-01,2.4104e+00
5.3915e-01,1.8900e+00
4.1622e-01,1.9761e+00
4.5843e-01,2.0503e+00
5.0245e-01,2.0544e+00
4.7662e-01,2.0121e+00
5.5107e-01,1.9616e+00
5.8598e-01,1.8947e+00
5.2847e-01,1.9368e+00
4.5021e-01,2.0142e+00
5.2710e-01,1.8792e+00
5.7989e-01,2.0052e+00
7.4038e-01,2.0274e+00
5.9924e-01,1.9162e+00
5.1520e-01,2.0222e+00
4.8195e-01,1.9057e+00
4.3435e-01,2.0145e+00
4.8644e-01,2.1389e+00
5.2186e-01,2.1454e+00
5.6374e-01,1.8166e+00
6.0770e-01,1.8929e+00
5.8826e-01,2.0672e+00
5.4641e-01,1.9591e+00
5.6675e-01,2.0308e+00
4.8272e-01,1.9593e+00
5.3504e-01,1.9478e+00
5.3725e-01,2.0121e+00
4.9769e-01,2.0370e+00
6.6598e-01,2.1409e+00
5.3325e-01,1.9294e+00
6.2301e-01,1.9460e+00
5.9737e-01,1.9304e+00
4.7026e-01,2.0794e+00
5.7164e-01,2.0197e+00
5.5104e-01,2.0187e+00
5.5203e-01,2.1250e+00
5.0899e-01,2.3479e+00
4.2361e-01,2.0180e+00
5.3630e-01,2.1045e+00
4.8024e-01,2.1405e+00
4.9440e-01,1.8789e+00
4.4751e-01,2.2357e+00
5.1088e-01,2.1377e+00
4.8832e-01,2.0719e+00
5.7422e-01,1.7434e+00
5.7625e-01,2.0310e+00
6.0134e-01,1.7580e+00
5.1435e-01,1.9718e+00
5.0942e-01,2.0270e+00
6.8004e-01,2.0107e+00
6.3055e-01,1.9393e+00
5.8284e-01,2.1207e+00
6.3138e-01,2.0242e+00
7.1720e-01,1.8407e+00
5.4289e-01,1.8993e+00
4.5442e-01,1.9386e+00
5.6520e-01,2.0421e+00
5.3756e-01,1.9348e+00
6.4177e-01,1.9531e+00
4.4357e-01,1.9610e+00
4.6272e-01,1.8780e+00
5.0963e-01,1.9695e+00
5.5390e-01,2.0474e+00
5.9632e-01,1.8075e+00
6.4952e-01,1.6479e+00
5.3615e-01,1.8329e+00
5.8009e-01,2.0196e+00
5.8957e-01,1.8630e+00
4.8805e-01,1.8593e+00
5.4077e-01,2.0006e+00
5.8542e-01,2.1769e+00
6.2503e-01,2.1402e+00
5.1261e-01,2.0693e+00
4.4510e-01,2.0206e+00
5.5453e-01,1.9662e+00
5.8794e-01,2.0225e+00
5.5926e-01,1.8734e+00
5.3920e-01,2.0363e+00
6.4098e-01,2.0425e+00
4.5266e-01,2.0341e+00
4.5688e-01,1.9886e+00
5.2770e-01,1.9748e+00
4.5221e-01,1.9851e+00
4.8056e-01,2.0852e+00
5.1764e-01,1.7857e+00
5.6337e-01,2.0155e+00
4.9650e-01,1.8811e+00
5.5841e-01,1.9893e+00
5.8248e-01,2.0262e+00
5.3326e-01,1.8665e+00
6.6622e-01,1.9802e+00
5.4791e-01,2.0443e+00
4.7470e-01,1.9307e+00
5.3640e-01,2.0322e+00
5.7710e-01,2.0469e+00
5.3078e-01,2.0712e+00
5.4306e-01,1.9170e+00
5.2024e-01,2.0411e+00
4.6302e-01,2.1425e+00
4.8437e-01,1.9901e+00
4.7433e-01,1.9126e+00
5.9212e-01,2.3015e+00
4.1984e-01,1.8050e+00
6.2091e-01,1.8394e+00
4.5484e-01,1.7701e+00
4.5563e-01,2.0024e+00
5.4817e-01,1.9395e+00
5.9722e-01,2.1293e+00
5.2304e-01,1.9872e+00
4.7569e-01,2.0794e+00
5.3493e-01,1.8257e+00
5.8065e-01,2.0764e+00
5.1174e-01,1.9636e+00
5.9702e-01,2.2379e+00
5.0842e-01,2.0570e+00
5.1342e-01,1.8997e+00
5.3204e-01,2.1136e+00
6.0634e-01,2.0120e+00
6.2581e-01,2.1377e+00
4.8304e-01,2.1809e+00
5.6703e-01,2.0337e+00
5.0846e-01,2.0800e+00
5.0079e-01,2.0023e+00
5.5561e-01,2.0681e+00
5.2792e-01,1.9700e+00
5.7124e-01,2.1140e+00
3.3433e-01,2.2964e+00
4.1457e-01,2.0880e+00
4.4167e-01,2.1214e+00
5.8962e-01,2.0273e+00
5.2340e-01,2.0011e+00
